Modulo nnlm-es-dim128-with-normalization-2
Topicos : noticiaun via colombia uniandes unisabana unimedios mas comsabana hoy 2016 estudiantes anos 
 rt iptigeneva you have to sell peace be clear about why one might want to obtain it tpaffenholz at ; j : 1. Sim : 0.11988956; No similar. 
 rt clinunisabana informate manos poder evitar contraer transmitir enfermedad hepatitis labelurl  ; j : 648. Sim : 0.071109965; No similar. 
 feria publicaciones facultad ciencias sociales 20171 6 10 febrero 2017 labelurl labelurl  ; j : 649. Sim : 0.29846734; No similar. 
 noticiaun innovacion docente falta mas apoyo labelurl mineducacion via unimedios labelurl  ; j : 650. Sim : 0.53622687; Baja. 
 rt jeronimorivera comparto booktrailer libro cinefilia espero guste compartan pasado labelurl  ; j : 651. Sim : 0.048834745; No similar. 
 necesita unidos mejor sistema permita reconstruir economia alberto bernal  ; j : 652. Sim : 0.1345575; No similar. 
 conoce mas guia manejo arbolado urbano valle aburra labelurl unmedellin labelurl  ; j : 653. Sim : 0.15197122; No similar. 
 celebra 20 anos facultad ciencia politica gobierno relaciones internacionales labelurl  ; j : 654. Sim : 0.44514576; No similar. 
 rt orgulloun estudiante doctorado gana prestigiosa beca borlaug orgulloun comunidad labelurl  ; j : 655. Sim : 0.15995629; No similar. 
 noticiaun estructura instituto cultura turismo vichada unmanizales labelurl via unimedios  ; j : 656. Sim : 0.41154474; No similar. 
 decano jurisprudencia juan carlos forero contralor edgardo maya corrupcionyposconflicto labelurl  ; j : 657. Sim : 0.15265696; No similar. 
 rt usingenieria orgullosos estudiante paula riveros piloto esabana2017 sema2017 unisabanashellecoma; j : 658. Sim : 0.26956138; No similar. 
 noticiaun hacer ciencia necesitamos ser adultos colciencias programaondas vriun labelurl  ; j : 659. Sim : 0.19100972; No similar. 
 conciliacion equilibrio vida personal academicay profesional conoce mas labelurl efr labelurl  ; j : 660. Sim : 0.17135721; No similar. 
 jovenes exigimos fortalecimiento palabra enfrentar conflicto carta estudiantes laurosa labelurl  ; j : 661. Sim : 0.23103641; No similar. 
 rt endirectosabana falta ultimando detalles proxima edicion directo endirecto96 leala96  ; j : 662. Sim : 0.19990984; No similar. 
 rt comsabana gusta radio oportunidad perfecta ingresar unisabanaradio locutar unisabana labelurl  ; j : 663. Sim : 0.307681; No similar. 
 uncolombia trabaja comunidad cerro quinini conservar ecosistema somosorgulloun via labelurl  ; j : 664. Sim : 0.08888262; No similar. 
 norte cundinamarca crece ritmo acelerado fundamental lograr desarrollo sostenible labelurl  ; j : 665. Sim : 0.03581673; No similar. 
 representantes estudiantiles invitan comunidad eafitense donar hoy causa solidaria labelurl  ; j : 666. Sim : 0.18926504; No similar. 
 gente miedo enfermarse si ineficiente sistema salud aordonezm lospresidenciables2018  ; j : 667. Sim : 0.17039998; No similar. 
 reto garantizar espacios ocupado farc copados instituciones roybarreras lospresidenciables2018  ; j : 668. Sim : 0.27596474; No similar. 
 expertos wmofyago jackvalero sintonia informativa uniminutoradio hablando vivir visita labelurl  ; j : 669. Sim : 0.22278973; No similar. 
 rt oficinaope informateun manana oficinas unimedios tendran pausa prestacion servicios labelurl  ; j : 670. Sim : 0.4976347; No similar. 
 actualidad iglesia terrorismo opinion profesor hernanolano analisis unisabana eltiempo labelurl  ; j : 671. Sim : 0.39283153; No similar. 
 eduardo pacheco presidente colpatria habla programa becas quieroestudiar solidaridaduniandes labelu; j : 672. Sim : 0.30666623; No similar. 
 rt derechousabana posverdad reciente publicacion profesor igarzonvallejo elespectador cpoliticasus ; j : 673. Sim : 0.31310505; No similar. 
 solidaridadsabana bienestarsabana momento 54 voluntarios comparten tiempo abuelos colegio labelurl ; j : 674. Sim : 0.23096545; No similar. 
 iniciativa innovacioneafit llevara eafitense concursar premios emprendimiento everis 201 labelurl  ; j : 675. Sim : 0.08866623; No similar. 
 vea aca charla completa uniandes alcalde bogota enrique penalosa labelurl  ; j : 676. Sim : 0.3842693; No similar. 
 vea aca charla completa uniandes alcalde bogota enrique penalosa labelurl labelurl  ; j : 677. Sim : 0.35970104; No similar. 
 libros presentamos hoy libros hablan libros jaime restrepo zapata labelurl  ; j : 678. Sim : 0.26238257; No similar. 
 rt fiafest francololli tercerfiafest comsabana hablara produccion peligentedebien participa alej  ; j : 679. Sim : 0.18129614; No similar. 
 cap sur bogota pr colloque nouveaux imaginaires francaiscolombiens frcol2017 labelurl labelurl  ; j : 680. Sim : 0.32788077; No similar. 
 debemos hablar construido pais va ayudar resolver problemas mauriciocard labelurl  ; j : 681. Sim : 0.10930928; No similar. 
 rt hugorozog estudiantes interesados investigar temas tecnologia educacion bienvenidos unisabana la; j : 682. Sim : 0.41185534; No similar. 
 rt visionotri unisabana proyecta socialmente genera impacto personas misionsabana solidaridad label; j : 683. Sim : 0.18894096; No similar. 
 medio vericuetos peru avanza proposito proceso electoral pais andino labelurl labelurl  ; j : 684. Sim : 0.38034418; No similar. 
 parte recursos naturales haciendo correcto protegiendo medio ambiente juanmansantos labelurl  ; j : 685. Sim : 0.12672442; No similar. 
 rt jrestrp investigacion mundial presencia facultad ciencias naturales matematicas urosarionews lab; j : 686. Sim : 0.29110208; No similar. 
 peligros darle espalda rio mas temas edicion domingo unperiodico labelurl  ; j : 687. Sim : 0.51257867; Baja. 
 rt uniandinosiempr miles vidas momentos marcado permanencia u comparte tbt uniandinosiempre labelur; j : 688. Sim : 0.18855977; No similar. 
 noticiaun primero radioaficion despues radiodifusion unmedellin culturaun labelurl via unimedios  ; j : 689. Sim : 0.57771796; Baja. 
 rt usingenieria gracias equipo unisabanashellecomarathon2017 unisabana colombia shellecomar lasaban; j : 690. Sim : 0.46494633; No similar. 
 nueve carreras colombianas 100 mejores mundo uncolombia labelurl orgulloun via labelurl  ; j : 691. Sim : 0.3521605; No similar. 
 unperiodico especial acuerdo habana drogas ilicitas acuerdo comun labelurl unimedios  ; j : 692. Sim : 0.45526582; No similar. 
 premio halcon dorado reconocimiento lider administrador rosarista conoce mas labelurl labelurl  ; j : 693. Sim : 0.109675765; No similar. 
 rt comsabana pasaron muestrapracticas2016 unisabana esperando zona verde contigua edificio k  ; j : 694. Sim : 0.33453447; No similar. 
 rt icetex beneficiarios unisabana celebrar dia internacional credito educativo mimejorinversion  ; j : 695. Sim : 0.5237134; Baja. 
 rt oficinapeun unimedios aliado estrategico proyectos unmedellin unmanizales uncaribe unpalmira lab; j : 696. Sim : 0.34426448; No similar. 
 escuela invierno 2016 experiencia academica profesores mejores universidades mundo labelurl  ; j : 697. Sim : 0.4608634; No similar. 
 diferencias sociales economicas campo ciudad veces invisibles colombia descubralas labelurl  ; j : 698. Sim : 0.46150973; No similar. 
 rt urrevista diainternacionaldelamujer primeros pasos lucha sufragio femenino colombia labelurl htt; j : 699. Sim : 0.34801692; No similar. 
 rt sandovalalvaro 10 sep mepongolostenis correr apoyar beca deportistas uniandes labelurl labelurl ; j : 700. Sim : 0.27714783; No similar. 
 excelentes resultados hospital universitario nacional colombia celebra primer ano labelurl  ; j : 701. Sim : 0.39311776; No similar. 
 finaliza presentacion 4 mayo editorialeafit participa filbo2017 cartas joven ensayista  ; j : 702. Sim : 0.24314858; No similar. 
 rt alumnisabana unisabana labrando condicion pioneros area gastronomia colombia obduliovp labelurl ; j : 703. Sim : 0.5220149; Baja. 
 guerra actores armados ensanaron poblacion civil sino guerra poblacion  ; j : 704. Sim : 0.3684244; No similar. 
 talento proyectos estudiantes grado 11 seran protagonistas epemti 2016 labelurl labelurl  ; j : 705. Sim : 0.3281191; No similar. 
 cientos estudiantes apoyan liderandes tambien parte iniciativa estudiantil solidaridaduniandes labe; j : 706. Sim : 0.35612875; No similar. 
 asi vivimos grados mas recientes egresados si participa actividad labelurl  ; j : 707. Sim : 0.46615365; No similar. 
 gracias invitadas ser parte gran proyecto encuentromedios claudettemv gabrielavillen labelurl  ; j : 708. Sim : 0.03707172; No similar. 
 visita agroexpo conoce variedades papasmasnutritivas mejor rendimiento cualidades nutricionales lab; j : 709. Sim : 0.018022934; No similar. 
 rt derechousabana manana gran dia unisabana munususabana cpoliticasus igarzonvallejo munus2016 labe; j : 710. Sim : 0.39767358; No similar. 
 hoyeneafit vivio xii concierto temporada sinfonicaeafit voz marisa martins labelurl  ; j : 711. Sim : 0.31109762; No similar. 
 hoy elespectador trae articulo jose felix patino medico educacion labelurl labelurl  ; j : 712. Sim : 0.4320557; No similar. 
 gracias mibicipostobon becarios estan felices unidos mejorar calidad vida labelurl  ; j : 713. Sim : 0.24998394; No similar. 
 rt urrevista hoy quinta mutis quedes ejemplar urosarionews urosarioradio gratis labelurl  ; j : 714. Sim : 0.20697425; No similar. 
 premio empresario halcon dorado busca proximo lideres administradores rosaristas labelurl labelurl ; j : 715. Sim : 0.18445416; No similar. 
 sabor tolima huila espera restauranteescuela ven disfruta carta 25 labelurl  ; j : 716. Sim : 0.1230671; No similar. 
 orgulloun estudiante gana concurso mujeres jovenes talento unmedellin labelurl unimedios labelurl  ; j : 717. Sim : 0.3282368; No similar. 
 rt comsabana noticiascomsabana visita pontifex confirmada quieres hacer parte hito labelurl  ; j : 718. Sim : 0.12670134; No similar. 
 universidad rosario primera universidad colombia rank inversion social privada labelurl  ; j : 719. Sim : 0.4086306; No similar. 
 noticiaun representantes uncolombia explican promueven liderazgo juvenil labelurl via unimedios  ; j : 720. Sim : 0.35816073; No similar. 
 direccion gestion humana uniandes busca practicantes mas informacion direccionghouniandeseduco labe; j : 721. Sim : 0.47905135; No similar. 
 rt usingenieria hoy iniciamos elaboracion horarios conoce tutorial proceso labelurl unisabana  ; j : 722. Sim : 0.4064535; No similar. 
 parte bien importante recursos van ir educacion salud enriquepenalosa  ; j : 723. Sim : 0.20124109; No similar. 
 gracias trabajo causa mujeres liberan tiempo dedicarse desarrollo personal labelurl  ; j : 724. Sim : 0.112258844; No similar. 
 rt comsabana gracias miohiguera alumno derechousabana cpoliticasus acompanarnos visita gimnasiocart; j : 725. Sim : 0.23198195; No similar. 
 rt unisabanaradio agradecemos empleados universidad dedicado gran parte vida construir  ; j : 726. Sim : 0.22009568; No similar. 
 rt jazminamezquita universidad rosario premiara empresarios colombianos ano labelurl via revistadin; j : 727. Sim : 0.48936665; No similar. 
 rt comsabana plan jueves unisabana acompanen santiparramusic celebracion cumpleanos8usr unisaban  ; j : 728. Sim : 0.57925904; Baja. 
 identifican bacterias relacionadas contaminantes atmosfericos mas nueva edicion unperiodico labelur; j : 729. Sim : 0.28348202; No similar. 
 guerra colombia resultado incapacidad tener dialogos civiles alonso salazar labelurl  ; j : 730. Sim : 0.439935; No similar. 
 momento sinfonicaeafit sexta sinfonia chaikovski ultima pieza compuesta dirigida labelurl  ; j : 731. Sim : 0.008843865; No similar. 
 nelson fredy padilla graduado alumnisabana habla libro investigacion periodistica labelurl  ; j : 732. Sim : 0.30456978; No similar. 
 concurso bayerandina alimentarias planeta hambriento puedes ganarte viaje bruselas labelurl  ; j : 733. Sim : 0.11618161; No similar. 
 21 octubre conferencia habitat3followup conoce conferencistas discutiran temas nuevaagendaurbana la; j : 734. Sim : 0.19862095; No similar. 
 directo periscope saliendo estacion 170 novena rumbo caro labelurl  ; j : 735. Sim : 0.29788828; No similar. 
 rt inguniandes directo periscope 3erlugar podio patineta carreramodos semanamovilidad labelurl  ; j : 736. Sim : 0.22044034; No similar. 
 noticiaun cabina extractora vapores industria calzado innovacionun labelurl via labelurl  ; j : 737. Sim : 0.184504; No similar. 
 existe aparece barbarie ocurrido historia colombia roybarreras lospresidenciables2018  ; j : 738. Sim : 0.24801262; No similar. 
 rodeado chamanes creen enfermedades espirituales deben tratarse magia  ; j : 739. Sim : 0.03723991; No similar. 
 colombiaus workshop on nanotechnology 14 15 febrero 2017 labelurl labelurl  ; j : 740. Sim : 0.13010606; No similar. 
 efecto werther particularidades obra johann wolfgang von goethe labelurl labelurl  ; j : 741. Sim : 0.04553883; No similar. 
 happy proud go colombia vamos equipo usingenieria shellecomarathon labelurl  ; j : 742. Sim : 0.35671183; No similar. 
 uniandes lidera presencia colombiana rank qs asignaturas topunis labelurl labelurl  ; j : 743. Sim : 0.29664025; No similar. 
 oboista aleman christoph hartmann acompanara concierto aniversario 57anoseafit  ; j : 744. Sim : 0.28057456; No similar. 
 noticiaun empezaron estudios reforzamiento infraestructura cable unmanizales labelurl mejoracontinu; j : 745. Sim : 0.23164017; No similar. 
 pregunta boto basura 130 mil millones pesos estudios  ; j : 746. Sim : 0.06348279; No similar. 
 articulo unperiodico humedal moyano quieren borrar mapa labelurl unimedios labelurl  ; j : 747. Sim : 0.25671306; No similar. 
 lucila berniell agendacaf formando habilidades ninos jovenes red2016 labelurl  ; j : 748. Sim : 0.40590405; No similar. 
 agrupacion musical conformada exmilicianos lucharon mali paso uniandes labelurl labelurl  ; j : 749. Sim : 0.19670987; No similar. 
 condecoracion orquidea oro concejomedellin momento recibe edificio ingenierias labelurl  ; j : 750. Sim : 0.28820887; No similar. 
 paraleer unmedellin municipios norte valle aburra fortalecen vinculos labelurl labelurl  ; j : 751. Sim : 0.22018133; No similar. 
 rt comsabana graciasdecana alumno comsocial diegorojas94 despide decana apgguzman labelurl  ; j : 752. Sim : 0.22568117; No similar. 
 noticiaun ecuador llegan estudiantes unpalmira oriun labelurl via unimedios labelurl  ; j : 753. Sim : 0.47590992; No similar. 
 rt inguniandes directo periscope llegamos podio behrentz carreramodos semanamovilidad labelurl  ; j : 754. Sim : 0.17507687; No similar. 
 rt oaduniandes ayeryhoy camino bloque actualmente cienbiolandes uniandes throwbackthursday labelurl; j : 755. Sim : 0.3484746; No similar. 
 orgullorosarista estudiante ing biomedica beneficiario jovenes ingenieros alemania labelurl labelur; j : 756. Sim : 0.2794577; No similar. 
 bogota solamente 15 ciudadanos movilizan automovil particular enriquepenalosa  ; j : 757. Sim : 0.45516577; No similar. 
 trafico ilegal animales desafios constitucionales proteccion fauna silvestre labelurl labelurl  ; j : 758. Sim : 0.25262666; No similar. 
 unica solucion movilidad transporte masivo movilidad trancones enriquepenalosa  ; j : 759. Sim : 0.34334898; No similar. 
 rt oaduniandes ayeryhoy antiguo camino frente bloque b uniandes throwbackthursday labelurl  ; j : 760. Sim : 0.25538275; No similar. 
 bienvenidas colombia decanas profesoras enfermeria unav uandes univaustral labelurl  ; j : 761. Sim : 0.40799809; No similar. 
 miguel urrutia federico gonzalez ganaron premios portafolio 2016 labelurl labelurl  ; j : 762. Sim : 0.3013488; No similar. 
