Modulo nnlm-es-dim128-with-normalization-2
Topicos : eafit hoy rector be paz juan manana esperamos universidad conferencia luis 
 rt edtechtimes can learn be use for good dr obdulio velasquez rector of unisabana in colombia think; j : 1. Sim : 0.45030624; No similar. 
 articulacion universidad empresa forma aprovechar emprendimento pais foro larepublicaco  ; j : 791. Sim : 0.3861791; No similar. 
 momento cumple premiacion concurso iniciativas empresariales eafit conto partici labelurl  ; j : 792. Sim : 0.45026243; No similar. 
 rt ctaunisabana sebastianyatra cerramos opencampus2017 asi vimos terraza edificio k unisabana label; j : 793. Sim : 0.21718365; No similar. 
 hoy fiscal general nacion compartio ley procedimientoabreviado eafit fiscaliacol labelurl  ; j : 794. Sim : 0.52715504; Baja. 
 queremos invitarlos vuelvan casa jrestrp encuentro egresados 10 anos labelurl labelurl  ; j : 795. Sim : 0.3959794; No similar. 
 rt medcomovamos siga vivo presentacion encuesta percepcion ciudadana medellin 2016 labelurl  ; j : 796. Sim : 0.4381765; No similar. 
 363motivosparacelebrar destacada actuacion rosarista world universities debate championship thessal; j : 797. Sim : 0.39568132; No similar. 
 agradecemos uaesp intervencion mejora iluminacion plazoleta rosario unidos lograremos u labelurl  ; j : 798. Sim : 0.3343199; No similar. 
 rutan escucha experiencia aguabenditasw creadoras martes 14 marzo eafit  ; j : 799. Sim : 0.39252236; No similar. 
 webinar lograr estrategia logistica exitosa empresa junio 28 registrate labelurl  ; j : 800. Sim : 0.23281832; No similar. 
 363motivosparacelebrar destacada actuacion rosarista campeonato mundial universitario debate espano; j : 801. Sim : 0.39367527; No similar. 
 idolo forjado punos caida historico boxeador bogotano rafael tinoco labelurl labelurl  ; j : 802. Sim : 0.3827821; No similar. 
 profesores listos aprender vi semana inmersion tecnologica ctaunisabana desafioenlau labelurl  ; j : 803. Sim : 0.24711682; No similar. 
 si profesor estudiante muchas posibilidades participar thania paffenholz investigacionesparalapaz  ; j : 804. Sim : 0.20790666; No similar. 
 hoy modelo salud penalosa salida crisis pierdas transmision vivo labelurl  ; j : 805. Sim : 0.28779647; No similar. 
 rt apgguzman aqui queremos lio mas mil jovenes unisabana voluntariosunisabana labelurl  ; j : 806. Sim : 0.3595306; No similar. 
 animo formar sociedad justa inauguro eafit centro integridad integridadeafit labelurl  ; j : 807. Sim : 0.41145128; No similar. 
 investigacionun expertos uncolombia desarrollan prototipo simula vuelo murcielagos via labelurl  ; j : 808. Sim : 0.06860539; No similar. 
 rt diariobogotano inicia plan piloto unisabana movilizar tren estudiantes funcionarios labelurl lab; j : 809. Sim : 0.12146373; No similar. 
 video equipo uniandes plantea formula matematica salvar eps investigacionuniandes labelurl  ; j : 810. Sim : 0.26111853; No similar. 
 eafit estrena serie web u3g espera 8 capitulos estrenan lunes  ; j : 811. Sim : 0.31504217; No similar. 
 gracias grupo universidadesan participo seminario etica empresarial desafios negocios labelurl  ; j : 812. Sim : 0.25738573; No similar. 
 proximos reunirnos graduados psicologia alumnisabana junio 29 registrate aqui labelurl  ; j : 813. Sim : 0.54565984; Baja. 
 sabias brexit puede influir negocios colombia ciclo debate management labelurl  ; j : 814. Sim : 0.3777195; No similar. 
 gran experiencia asi participacion estudiantes cpoliticasus imun 2017 italia labelurl  ; j : 815. Sim : 0.5126807; Baja. 
 sabias primera institucion educacion superior hace presencia tumaco launcuenta labelurl  ; j : 816. Sim : 0.4264501; No similar. 
 nuevo articulo mantillaignacio impugnar ley beneficia educacion superior labelurl elespectador  ; j : 817. Sim : 0.37743855; No similar. 
 colombia debe usar comunicacionestrategica fortalecer cambio procesodepaz asi fortalecer labelurl  ; j : 818. Sim : 0.25836444; No similar. 
 rt economiauandes video equipo uniandes plantea formula matematica salvar eps labelurl  ; j : 819. Sim : 0.18637119; No similar. 
 alejandromllo saludos medida funcionara normalidad dia universidad invita sumarse labelurl  ; j : 820. Sim : 0.3905625; No similar. 
 aprender explorar descubrir palabras clave semana inmersion tecnologica ctaunisabana labelurl  ; j : 821. Sim : 0.23237665; No similar. 
 dudas nuevo codigo policia proximo martes esperamos foro tema labelurl  ; j : 822. Sim : 0.49634042; No similar. 
 ano despues intervencion bronx importante analisis diferentes angulos vealo labelurl  ; j : 823. Sim : 0.49138057; No similar. 
 umbral 17 muestra artistica estara disponible 28 julio eafit labelurl labelurl  ; j : 824. Sim : 0.3594858; No similar. 
 felizmiercoles dialogo urbano nueva facultad enfermeria universidad nacional colombia labelurl  ; j : 825. Sim : 0.50703394; Baja. 
 onuhumanrights bagre habla pazterritorial ddhh medellin onuhumanrights eafit  ; j : 826. Sim : 0.3460517; No similar. 
 momento rector obduliovp habla medios comunicacion foro universidadyempresa labelurl  ; j : 827. Sim : 0.40436804; No similar. 
 fotonovela cuarenta 2 derechos adriana 11 octubre 1000 be labelurl  ; j : 828. Sim : 0.38511118; No similar. 
 rector eafit habla medios comunicacion alianza ideaantioquia formacion f labelurl  ; j : 829. Sim : 0.46255255; No similar. 
 alcalde rionegro andresjrendonc eafit habla eficiencia fiscal municipios labelurl  ; j : 830. Sim : 0.28505832; No similar. 
 rt disenouniandes daniela animo queremos contigo disenouniandes fuerzadaniela fuerzagarrita labelur; j : 831. Sim : 0.31619397; No similar. 
 metidos modelo desarrollo mundial insostenible alejandro alvarez ciclosiete labelurl  ; j : 832. Sim : 0.23418751; No similar. 
 derechointernacional brown bag lunch annalisa savaresi universidad edimburgo labelurl labelurl  ; j : 833. Sim : 0.2831945; No similar. 
 cinicopaisa saludos cambios medida pico placa campus eafit  ; j : 834. Sim : 0.38968468; No similar. 
 palestina abogamos violencia abogamos justicia raouf na almalki labelurl  ; j : 835. Sim : 0.35392162; No similar. 
 hoyeneafit foro codigo policia convivencia pueden seguirlo directo labelurl  ; j : 836. Sim : 0.41927037; No similar. 
 cambioclimatico proximo brown bag lunch annalisa savaresi maestriaderintl labelurl labelurl  ; j : 837. Sim : 0.2888227; No similar. 
 alcances desafios nuevo codigo policia objeto debate eafit labelurl labelurl  ; j : 838. Sim : 0.41614607; No similar. 
 comenzo eafit conferencia consumo responsable desarrollo sostenible ciclosiete labelurl  ; j : 839. Sim : 0.35981688; No similar. 
 hoy elcolombiano medellin patentan dispositivo tratar aneurismas cerebrales labelurl labelurl  ; j : 840. Sim : 0.11840369; No similar. 
 hoy transmitiendo nogal foro universidadyempresa conferencia rector obduliovp labelurl  ; j : 841. Sim : 0.5223702; Baja. 
 comenzo eafit conferencia nuevos populismos sociologo daniel pecaut labelurl  ; j : 842. Sim : 0.5827247; Baja. 
 hoy campusglobaleafit tema hablara sirve muro trump pierdan labelurl  ; j : 843. Sim : 0.21718794; No similar. 
 autoridades revisaron aprobaron plan manejo trafico realizacion obra 7  ; j : 844. Sim : 0.18586883; No similar. 
 rt acimedellin hoy viernes cumple segunda jornada lacealames2016 eafit labelurl labelurl  ; j : 845. Sim : 0.35992882; No similar. 
 manana pierdan eafit conferencia publicar emerald esperamos ver labelurl labelurl  ; j : 846. Sim : 0.46515512; No similar. 
 internacionalizacion nutresa varias etapas dimos cabeza todas aprendimo  ; j : 847. Sim : 0.19765233; No similar. 
 recuerden manana rota picoyplacamedellin tambien aplica campus eafit labelurl  ; j : 848. Sim : 0.5385996; Baja. 
 rector jrestrp apertura foroungasscol espacio abierto construccion colectiva labelurl  ; j : 849. Sim : 0.34026885; No similar. 
 empresasociedaduniversidad necesario tener perspectiva regional sectorial mclacouture foro labelurl; j : 850. Sim : 0.2846756; No similar. 
 bosques urbanos fundamentales regular niveles contaminacion registran actualidad labelurl  ; j : 851. Sim : 0.0961998; No similar. 
 sabana sostenible respuesta universidad region obduliovp foro universidadyempresa labelurl  ; j : 852. Sim : 0.4626644; No similar. 
 capacidad alojar 1713 residentes proyecto cityu inicio operacion labelurl labelurl  ; j : 853. Sim : 0.21611914; No similar. 
 situacion migracion mundo sera tema central espacio reflexion labelurl labelurl  ; j : 854. Sim : 0.37415805; No similar. 
 espacio profundizacion especificacion financiera estimacion usos modelos multifactoriales labelurl ; j : 855. Sim : 0.23121436; No similar. 
 gestionar comunicacion publicos inter agrivalca canelon habla respecto labelurl  ; j : 856. Sim : 0.37799448; No similar. 
 eafit reafirma posicion mapa mundial economia lacealames16 lacealames2016 labelurl  ; j : 857. Sim : 0.3690409; No similar. 
 tambien pueden seguir debate codigo policia convivencia elespectador labelurl labelurl  ; j : 858. Sim : 0.4464091; No similar. 
 invitacion dialogo himno historia 100 anos himno antioqueno labelurl  ; j : 859. Sim : 0.4714453; No similar. 
 economistas ser conscientes caer consumismo alejandro arbelaez exviceministro d labelurl  ; j : 860. Sim : 0.3380249; No similar. 
 invitacion dialogo himno historia 100 anos himno antioqueno labelurl  ; j : 861. Sim : 0.4714453; No similar. 
 presidente importante gobierna unidos congreso luis fernando vargas labelurl  ; j : 862. Sim : 0.51220906; Baja. 
 bolonia rosario rol educacion mundo cambiante francesco ubertini labelurl labelurl  ; j : 863. Sim : 0.363053; No similar. 
 investigadores andes presentaron modelo matematico salvar eps investigacionuniandes labelurl  ; j : 864. Sim : 0.2124036; No similar. 
 debate expertos hablo eafit nuevo codigo nacional policia labelurl labelurl  ; j : 865. Sim : 0.40602756; No similar. 
 investigadores andes presentaron modelo matematico salvar eps investigacionuniandes labelurl  ; j : 866. Sim : 0.2124036; No similar. 
 pueden ver campusglobal hoy importancia encuentro economistas lacealames16 labelurl labelurl  ; j : 867. Sim : 0.31292462; No similar. 
 economia posconflicto guillermo perry ex ministro hacienda elfuturodecolombia labelurl labelurl  ; j : 868. Sim : 0.32295603; No similar. 
 hoyeneafit dialogo himno historia 100 anos himno antioqueno labelurl  ; j : 869. Sim : 0.4610236; No similar. 
 recuerden inscribirse mesa trabajo seguridad ciudadana alcalde ficogutierrez  ; j : 870. Sim : 0.26876655; No similar. 
 diversos invitados debatieron andes presentacion informe intervencion bronx labelurl  ; j : 871. Sim : 0.38323286; No similar. 
 hoy 1130 be encuentro alcalde enrique penalosa inscribase labelurl labelurl  ; j : 872. Sim : 0.48032227; No similar. 
 diversos invitados debatieron andes presentacion informe intervencion bronx labelurl  ; j : 873. Sim : 0.38323286; No similar. 
 debemos pasar etica antropocentrica etica bioecocentrica gustavo wilches labelurl  ; j : 874. Sim : 0.48732156; No similar. 
 constitucion misma situacion guerra fortalecieron capacidades jorge giraldo labelurl  ; j : 875. Sim : 0.43073043; No similar. 
 himno antioqueno cargo ensamble vientos departamento musica eafit labelurl  ; j : 876. Sim : 0.36240867; No similar. 
 rt semicrol eafit universidades colombianas patentan dispositivo tratar aneurismas labelurl  ; j : 877. Sim : 0.14613551; No similar. 
 colombia fracturada peores epocas sectarismo politico aordonezm lapazesposible labelurl  ; j : 878. Sim : 0.4225229; No similar. 
 proximo 18 abril pierdan conferencia nuevos populismos esperamos labelurl  ; j : 879. Sim : 0.4737388; No similar. 
 interpretacion constitucional democracia 25 anos constitucion politica colombiana labelurl labelurl; j : 880. Sim : 0.44096148; No similar. 
 inicia simposio crecimiento verde politica economica vealo vivo labelurl labelurl  ; j : 881. Sim : 0.40945908; No similar. 
 campus rector obduliovp conectado hoy estudiantes maestria pedagogia labelurl  ; j : 882. Sim : 0.5658048; Baja. 
 rosaristasdeoro hugo pulido entrenador rugby habla deporte rosario labelurl labelurl  ; j : 883. Sim : 0.26252973; No similar. 
 rt urbameafit invitamos seguir premiacion practicas inspiradoras vivo labelurl onuhabitatcol  ; j : 884. Sim : 0.37510166; No similar. 
 buena ciudad centros comerciales sustituyen espacios publicos enriquepenalosa  ; j : 885. Sim : 0.18787517; No similar. 
 problema drogas tema involucra tambien ciudades ediazur foroungasscol  ; j : 886. Sim : 0.07795057; No similar. 
 rt admonuniandes estudiantes esade inician semanainternacional uniandes internacionalizacion mba la; j : 887. Sim : 0.3374779; No similar. 
 ediazur director direccion atencion integral lucha drogas foroungasscol labelurl  ; j : 888. Sim : 0.24100599; No similar. 
 miercoles esperamos conferencia urbameafit ciudad desigual entrada libre  ; j : 889. Sim : 0.462665; No similar. 
 invitamos dejar carro casa proximo martes unirse sosporelaire labelurl labelurl  ; j : 890. Sim : 0.32387367; No similar. 
 mclacouture universidad eje importante cadena innovacion productividad foro labelurl  ; j : 891. Sim : 0.37166476; No similar. 
 experienciaeafit tambien papas momento rector cuenta institucion formara labelurl  ; j : 892. Sim : 0.42705464; No similar. 
 universidades lanzamos sosporelaire medellin invitamos unirse manana iniciativa labelurl  ; j : 893. Sim : 0.47938675; No similar. 
 violencia impactado desarrollo territorial medellin ciudad expresion conflicto  ; j : 894. Sim : 0.30648175; No similar. 
 2 octubre surgio mandato vinculante presidente juanmansantos carlosholmestru lapazesposible labelur; j : 895. Sim : 0.38828978; No similar. 
 hoyeneafit comenzo xii congreso internacional logistica supply chain labelurl  ; j : 896. Sim : 0.36737958; No similar. 
 comienza quinto congreso economia colombiana hoy 900 be labelurl labelurl  ; j : 897. Sim : 0.468922; No similar. 
 rt inguniandes sereingenierouniandino siguen industrialandes discuniandes ingenieriaelectricayelect; j : 898. Sim : 0.03259398; No similar. 
 ser musico eafit trascender fronteras inspirando traves melodias labelurl labelurl  ; j : 899. Sim : 0.35959914; No similar. 
 hoyeneafit nueva generacion mayores seminario triptico biodiversidad saberesdevidame labelurl  ; j : 900. Sim : 0.43536514; No similar. 
 rosarista juan jose echavarria nuevo gerente general bancorepublica labelurl labelurl  ; j : 901. Sim : 0.38687274; No similar. 
 atencion alternativas desplazamiento viernes sabado ocasion estereo picnic labelurl  ; j : 902. Sim : 0.3927523; No similar. 
 rt inalde ahora obduliovp rector unisabana foro universidadyempresa larepublicaco  ; j : 903. Sim : 0.34063137; No similar. 
 rt inalde ahora rector unisabana obduliovp panel universidadyempresa larepublicaco labelurl  ; j : 904. Sim : 0.2537305; No similar. 
 pierdan minutos conversacion anacrisrestrepo joeldicker eafit entrada libre labelurl  ; j : 905. Sim : 0.3090138; No similar. 
 momento eafit entregan reconocimientos egresadosqueinspiran pueden seguir evento labelurl  ; j : 906. Sim : 0.23552617; No similar. 
 rt admonuniandes semanasinternacionales damos bienvenida uniandes estudiantes mba udelpacifico labe; j : 907. Sim : 0.34222373; No similar. 
 astrofisico juan diego soler explica importancia ondas gravitacionales labelurl labelurl  ; j : 908. Sim : 0.30095506; No similar. 
