Modulo nnlm-es-dim128-with-normalization-2
Topicos : informe diario inconvenientes 2018 2017 eeuu ofrecemos disculpas 2016 2014 2015 inflacion marzo 
 informe diario mayo 26 2015 ordenes bienes durables eeuu caen 05 mm abril revierten alza marzo labe; j : 1. Sim : 0.61689544; Baja. 
 informe diario diciembre 3 2018 qatar anuncia retiro opepnlabelurl  ; j : 876. Sim : 0.58399206; Baja. 
 informe diario julio 7 2016 mayor generacion empleo eeuunlabelurl  ; j : 877. Sim : 0.5188068; Baja. 
 informe diario diciembre 3 2018 qatar anuncia retiro opep labelurl  ; j : 878. Sim : 0.53694063; Baja. 
 informe semanal junio 20 2017 eeuu plan inalteradonlabelurl  ; j : 879. Sim : 0.64593804; Baja. 
 informe diario octubre 3 2016 aumenta incertidumbre reforma tributarianlabelurl  ; j : 880. Sim : 0.5579406; Baja. 
 top3deimpactoeconomicon1la inflacion eeuucontinua retroceson2el banco central mexicomantuvo inalte ; j : 881. Sim : 0.2899568; No similar. 
 informe semanal julio 11 2016 magia base estadistica labelurl  ; j : 882. Sim : 0.453289; No similar. 
 paismenospeor aumento diario salario minimo ustedes harian dineral labelurl  ; j : 883. Sim : 0.35261872; No similar. 
 enero rentabilidades portafolios pension voluntarias porvenir vieron beneficiadas f labelurl  ; j : 884. Sim : 0.20817955; No similar. 
 paismenospeor aumento diario salario minimo ustedes harian dineral labelurl  ; j : 885. Sim : 0.35261872; No similar. 
 informe inflacion mayo 22 2017 corto circuito menornlabelurl  ; j : 886. Sim : 0.49313638; No similar. 
 top3deimpactoeconomicon1dudas oferta mundial petroleo impulsaron alzan2bolsonaro amplio ventaj labe; j : 887. Sim : 0.06423879; No similar. 
 informe semanal septiembre 17 2018 vez argentina nlabelurl  ; j : 888. Sim : 0.41736907; No similar. 
 sergiogomezh noragservicio cxexpercliente hola sergiogomezh ofrecemos disculpas inconvenientes cu l; j : 889. Sim : 0.3062977; No similar. 
 informe renta fija julio 28 2017 vez diferente labelurl  ; j : 890. Sim : 0.31656235; No similar. 
 informe semanal abril 23 2018 eeuu dale mas gasolinanlabelurl  ; j : 891. Sim : 0.5508347; Baja. 
 informe diario octubre 2 2018 powell asociacion nacional negocios labelurl  ; j : 892. Sim : 0.4841018; No similar. 
 informe mensual renta fija abril 2 2014 merito propio labelurl  ; j : 893. Sim : 0.3247446; No similar. 
 rojasjuanc aflorezdeandrad juansintesis cumplimiento leyes aprobadas congreso republica labelurl  ; j : 894. Sim : 0.32326815; No similar. 
 informe diario marzo 5 2014 mercados expectativa decisiones bce labelurl  ; j : 895. Sim : 0.5584395; Baja. 
 informe semanal junio 16 2015 menor crecimiento economico labelurl  ; j : 896. Sim : 0.5138516; Baja. 
 eventosclavedelajornadademananancolombia 800 reunion junta directiva banco republica decis labelurl; j : 897. Sim : 0.35864002; No similar. 
 top3deimpactoeconomicon1 sector manufacturero eeuu crecio debajo esperadon2exportaciones colombia l; j : 898. Sim : 0.36252123; No similar. 
 asi registraron movimientos mercado local internacional mes febrero  ; j : 899. Sim : 0.25610256; No similar. 
 reportesdelemisor desempeno mercado laboral primer trimestre 2018 indicios d labelurl  ; j : 900. Sim : 0.34394833; No similar. 
 top3deimpactoeconomicon1empleo sector privado estadounidense aumento mes junion2continuo siendo m l; j : 901. Sim : 0.1492624; No similar. 
 endurecimiento condiciones financieras mercados emergentes tensiones comerciales eeuu c labelurl  ; j : 902. Sim : 0.28505018; No similar. 
 sinprosegroky sosltda unpcolombia libertad escoger fondo cesantias lado labelurl  ; j : 903. Sim : 0.051871732; No similar. 
 asi cerramos festivalvallenato2018 agradeciendo losgrandesbdb espiritu pasion ensenaron labelurl  ; j : 904. Sim : 0.29514495; No similar. 
 mendoza0723 cristian multifondo encuentras conservador moderado mayor riesgo  ; j : 905. Sim : 0.17049663; No similar. 
 jaimeaminh establecer casagrandecarib parametros ciudades hermanas caribe rencilla labelurl  ; j : 906. Sim : 0.14649375; No similar. 
 conversaciones estan realizando washington funcionarios comerciales unidos chi labelurl  ; j : 907. Sim : 0.22736262; No similar. 
 cuidemosmas desconecta electrodomesticos estan funcionando aparatos televisores sigue labelurl  ; j : 908. Sim : 0.15982294; No similar. 
 marco seminario hacemos lanzamiento cartilla servira pedagogia trabajad labelurl  ; j : 909. Sim : 0.2859584; No similar. 
 informe semanal julio 23 2018 correccion convencionalnlabelurl  ; j : 910. Sim : 0.49727258; No similar. 
 informe semanal mayo 22 2017 temida indexacionnlabelurl  ; j : 911. Sim : 0.39819473; No similar. 
 informe semanal abril 27 2015 desbalance equilibrado labelurl  ; j : 912. Sim : 0.42842907; No similar. 
 informe semanal febrero 26 2018 modica advertencianlabelurl  ; j : 913. Sim : 0.41342553; No similar. 
 informe semanal julio 21 2015 apto cardiacos labelurl  ; j : 914. Sim : 0.40944877; No similar. 
 informe semanal abril 24 2017 regla debilitada labelurl  ; j : 915. Sim : 0.40980542; No similar. 
 informe semanal abril 11 2016 desbalance fiscal labelurl  ; j : 916. Sim : 0.50433105; Baja. 
 informe semanal septiembre 28 2015 volver pasado labelurl  ; j : 917. Sim : 0.46729454; No similar. 
 informe semanal junio 30 2015 matematica fiscal labelurl  ; j : 918. Sim : 0.5470628; Baja. 
 informe diario febrero 7 2019 pesimismo tensiones comercialesnlabelurl  ; j : 919. Sim : 0.45248246; No similar. 
 informe semanal mayo 7 2018 ajuste fiscal estupidonlabelurl  ; j : 920. Sim : 0.4411696; No similar. 
 informe diario febrero 7 2019 pesimismo tensiones comercialesnlabelurl  ; j : 921. Sim : 0.45248246; No similar. 
 informe semanal septiembre 18 2017 midiendo vasonlabelurl  ; j : 922. Sim : 0.45161167; No similar. 
 informe semanal febrero 22 2016 prudencia americana labelurl  ; j : 923. Sim : 0.39230213; No similar. 
 informe semanal abril 30 2018 ajuste caminonlabelurl  ; j : 924. Sim : 0.4426542; No similar. 
 informe semanal julio 10 2017 correccion globalnlabelurl  ; j : 925. Sim : 0.5605618; Baja. 
 informe semanal junio 12 2017 feed cantadanlabelurl  ; j : 926. Sim : 0.47657698; No similar. 
 informe semanal mayo 15 2018 regla cuestionadanlabelurl  ; j : 927. Sim : 0.37967607; No similar. 
 informe diario octubre 1 2018 petroleo niveles 2014nlabelurl  ; j : 928. Sim : 0.5872405; Baja. 
 informe semanal junio 27 2017 segunda aceleracionnlabelurl  ; j : 929. Sim : 0.43318126; No similar. 
 informe semanal enero 10 2017 ajuste paranlabelurl  ; j : 930. Sim : 0.47547504; No similar. 
 informe semanal julio 24 2017 eeuu limite labelurl  ; j : 931. Sim : 0.6203759; Baja. 
 informe semanal diciembre 19 2016 choque monetarionlabelurl  ; j : 932. Sim : 0.41326162; No similar. 
 informe semanal agosto 28 2017 eclipse trump labelurl  ; j : 933. Sim : 0.45836976; No similar. 
 informe semanal mayo 28 2018 crudo balanzanlabelurl  ; j : 934. Sim : 0.42854047; No similar. 
 informe semanal noviembre 20 2017 timida aceleracionnlabelurl  ; j : 935. Sim : 0.5392552; Baja. 
 informe semanal abril 18 2016 dilema negativo labelurl  ; j : 936. Sim : 0.5188728; Baja. 
 informe semanal marzo 12 2018 camisa fuerzanlabelurl  ; j : 937. Sim : 0.42851624; No similar. 
 informe diario octubre 1 2018 petroleo niveles 2014 labelurl  ; j : 938. Sim : 0.6096458; Baja. 
 informe semanal junio 18 2018 amanecer tardio labelurl  ; j : 939. Sim : 0.47509268; No similar. 
 informe semanal mayo 21 2018 recuperacion moderadanlabelurl  ; j : 940. Sim : 0.5461913; Baja. 
 informe semanal julio 30 2018 presiones vistanlabelurl  ; j : 941. Sim : 0.4317186; No similar. 
 informe semanal mayo 31 2016 debilidad externa labelurl  ; j : 942. Sim : 0.43094978; No similar. 
 informe semanal agosto 29 2016 agudiza desaceleracion labelurl  ; j : 943. Sim : 0.52809274; Baja. 
 informe semanal abril 3 2017 deterioro informal nlabelurl  ; j : 944. Sim : 0.4695319; No similar. 
 informe semanal agosto 13 2018 recuperacion marchanlabelurl  ; j : 945. Sim : 0.55208236; Baja. 
 informe semanal junio 27 2016 superando expectativas labelurl  ; j : 946. Sim : 0.49193096; No similar. 
 informe semanal diciembre 7 2015 resumen proyecciones 2016 labelurl  ; j : 947. Sim : 0.5373615; Baja. 
 informe renta fija junio 9 2015 miedo justificacion labelurl  ; j : 948. Sim : 0.45319888; No similar. 
 informe inflacion abril 21 2017 efectos rezagados labelurl  ; j : 949. Sim : 0.5219618; Baja. 
 informe inflacion noviembre 22 2017 superando techonlabelurl  ; j : 950. Sim : 0.5498181; Baja. 
 informe semanal diciembre 9 2014 resumen proyecciones 2015 labelurl  ; j : 951. Sim : 0.518498; Baja. 
 informe inflacion agosto 18 2017 minimo anonlabelurl  ; j : 952. Sim : 0.6306234; Baja. 
 informe inflacion junio 14 2016 karma base labelurl  ; j : 953. Sim : 0.570674; Baja. 
 top3deimpactoeconomicon1aumentan tensiones china eeuun2gobierno italianoestaria dispuesto mant labe; j : 954. Sim : 0.049820732; No similar. 
 informe diario enero 29 2019 brexit apuros m labelurl  ; j : 955. Sim : 0.3874194; No similar. 
 informe semanal marzo 20 2018 optimismo escepticonlabelurl  ; j : 956. Sim : 0.507825; Baja. 
 informe diario enero 29 2019 brexit apurosnlabelurl  ; j : 957. Sim : 0.47319818; No similar. 
 informe semanal febrero 15 2016 senda alcista labelurl  ; j : 958. Sim : 0.42252326; No similar. 
 informe semanal julio 16 2018 riesgo latentenlabelurl  ; j : 959. Sim : 0.45076174; No similar. 
 informe semanal febrero 17 2014 auge inmobiliario labelurl  ; j : 960. Sim : 0.5172751; Baja. 
 informe semanal septiembre 19 2016 proximo anonlabelurl  ; j : 961. Sim : 0.5003056; Baja. 
 monitor fiscal noviembre 15 2017 pronostico lluvianlabelurl  ; j : 962. Sim : 0.4718486; No similar. 
 informe semanal febrero 23 2015 apreton cinturon labelurl  ; j : 963. Sim : 0.49043038; No similar. 
 informe semanal julio 31 2017 duo dinamiconlabelurl  ; j : 964. Sim : 0.4451542; No similar. 
 jaocampo politica monetaria pasado contraccionista ligeramente expansionista labelurl  ; j : 965. Sim : 0.27172467; No similar. 
 informe semanal agosto 22 2016 llega estabilidadnlabelurl  ; j : 966. Sim : 0.44544697; No similar. 
 informe semanal septiembre 5 2016 nueva postura monetarianlabelurl  ; j : 967. Sim : 0.4196728; No similar. 
 informe semanal abril 20 2015 inconveniencia subir labelurl  ; j : 968. Sim : 0.5179559; Baja. 
 informe semanal junio 5 2017 centroamerica banca colombiana labelurl  ; j : 969. Sim : 0.4339011; No similar. 
 informe semanal mayo 10 2016 todavia mas lento labelurl  ; j : 970. Sim : 0.49338886; No similar. 
 informe semanal diciembre 1 2014 industria recuperacion bajo labelurl  ; j : 971. Sim : 0.47614655; No similar. 
 informe semanal marzo 25 2014 balance positivo labelurl  ; j : 972. Sim : 0.4667635; No similar. 
 informe semanal octubre 10 2016 positivo inciertonlabelurl  ; j : 973. Sim : 0.40329736; No similar. 
 informe semanal febrero 29 2016 petrolero durmiente labelurl  ; j : 974. Sim : 0.37532455; No similar. 
 informe semanal mayo 19 2015 rebote animo labelurl  ; j : 975. Sim : 0.45493883; No similar. 
 informe semanal junio 20 2016 eterna normalizacionnlabelurl  ; j : 976. Sim : 0.43308204; No similar. 
 top3deimpactoeconomicon1ise colombia levemente debajo expectativasn2arabia saudi pronostica labelur; j : 977. Sim : 0.25541624; No similar. 
 informe semanal agosto 24 2015 nueva preocupacion labelurl  ; j : 978. Sim : 0.5490075; Baja. 
 informe mensual renta fija mayo 6 2014 mas menos labelurl  ; j : 979. Sim : 0.31544232; No similar. 
 informe semanal enero 19 2015 relajamiento europeo labelurl  ; j : 980. Sim : 0.39228666; No similar. 
 top3deimpactoeconomicon1jair bolsonaroincremento ventaja haddad ultima encuestan2deficit bal labelu; j : 981. Sim : 0.1537399; No similar. 
 informe diario enero 31 2019 banrep sorpresas labelurl  ; j : 982. Sim : 0.44501993; No similar. 
 informe semanal noviembre 10 2014 endeudamiento petrolero labelurl  ; j : 983. Sim : 0.44660333; No similar. 
 cristianmde arielanaliza victorjcorreav juliandezubiria leonfredym leonvalenciaa angelamrobledo lab; j : 984. Sim : 0.30534622; No similar. 
 informe semanal enero 5 2015 menos consumo mas inversion labelurl  ; j : 985. Sim : 0.45077178; No similar. 
 informe semanal febrero 1 2016 complejo panorama macroeconomico labelurl  ; j : 986. Sim : 0.4901288; No similar. 
 prometieron volver colombia llega fep2018 lcd soundsystem labelurl  ; j : 987. Sim : 0.21422112; No similar. 
 renta fija colombia acciones internacionales impulsaron portafolios labelurl  ; j : 988. Sim : 0.04350087; No similar. 
 informe semanal junio 24 2014 rezago monetario labelurl  ; j : 989. Sim : 0.5207799; Baja. 
 informe semanal julio 17 2017 espacio limitado labelurl  ; j : 990. Sim : 0.46341613; No similar. 
 informe semanal abril 9 2018 servido bandeja platanlabelurl  ; j : 991. Sim : 0.34188843; No similar. 
 jaocampo crecimiento esperado 2018 27 inferior potencial labelurl  ; j : 992. Sim : 0.13564126; No similar. 
 informe semanal mayo 25 2015 dilema monetario labelurl  ; j : 993. Sim : 0.534549; Baja. 
 top3deimpactoeconomicon1inflacion colombiadurante agosto cumplio expectativasn2hoy podria entrar la; j : 994. Sim : 0.43227145; No similar. 
 creeresvivirjuntoslanavidad recetas divertidas invitados pareceria sorprenderlos bana labelurl  ; j : 995. Sim : 0.14933607; No similar. 
 informe inflacion diciembre 19 2017 preparando descensonlabelurl  ; j : 996. Sim : 0.5630405; Baja. 
 informe inflacion junio 18 2018 estabilidad oportuna labelurl  ; j : 997. Sim : 0.54102105; Baja. 
 sindicatoetb enriquepenalosa mentiroso ataca sindicatoetb vamo tumba labelurl  ; j : 998. Sim : 0.048510768; No similar. 
 estadisticas meta inflacion actualizado 09012018 1200 pm labelurl labelurl  ; j : 999. Sim : 0.44085255; No similar. 
 informe semanal octubre 31 2016 propuesta decentenlabelurl  ; j : 1000. Sim : 0.44372302; No similar. 
 estadisticas meta inflacion actualizado 06122017 1200 pm labelurl labelurl  ; j : 1001. Sim : 0.38861632; No similar. 
 informe inflacion julio 12 2016 karma termina labelurl  ; j : 1002. Sim : 0.59134316; Baja. 
 informe inflacion mayo 17 2016 pesos contrapesos labelurl  ; j : 1003. Sim : 0.5985004; Baja. 
 resultados elecciones linea expectativas mercado partir enero labelurl  ; j : 1004. Sim : 0.36210498; No similar. 
 informe semanal mayo 16 2016 senda termina labelurl  ; j : 1005. Sim : 0.4303617; No similar. 
 informe semanal octubre 13 2015 nino travieso labelurl  ; j : 1006. Sim : 0.53303325; Baja. 
 informe semanal noviembre 7 2017 edificaciones obra grisnlabelurl  ; j : 1007. Sim : 0.3871161; No similar. 
 top3deimpactoeconomicon1economia britanica desacelera noviembren2cae inflacion unidos diciem labelu; j : 1008. Sim : 0.31192827; No similar. 
 investigacionesbanrep tasasefectivas hernan rinconcastro martha elena delgadorojas labelurl  ; j : 1009. Sim : 0.19782522; No similar. 
 kattcorts hola catalina pension obligatorias fondo cesantias fondo  ; j : 1010. Sim : 0.22746553; No similar. 
 renta fija local acciones continuaron impulsando rentabilidadesnlabelurl  ; j : 1011. Sim : -0.018882712; No similar. 
 informe semanal febrero 24 2014 estimulo ahi labelurl  ; j : 1012. Sim : 0.5118842; Baja. 
 duelos versos encargados amenizar festivalvallentato2018 piqueria infantil labelurl  ; j : 1013. Sim : -0.09419815; No similar. 
 henryforeroj universidades participan concurso escogidas acuerdo resultados labelurl  ; j : 1014. Sim : 0.09284498; No similar. 
 estadisticasencuesta situacionmicrocredito resultados entidades realizan intermediacion microcredit; j : 1015. Sim : 0.23104668; No similar. 
 informe semanal agosto 8 2017 coyuntura sector energeticonlabelurl  ; j : 1016. Sim : 0.43411055; No similar. 
 informe semanal julio 05 2016 salida desconocidanlabelurl  ; j : 1017. Sim : 0.49394494; No similar. 
 informe renta fija febrero 9 2018 mejor manananlabelurl  ; j : 1018. Sim : 0.22649796; No similar. 
 monitor fiscal octubre 11 2017 plata suertenlabelurl  ; j : 1019. Sim : 0.28973648; No similar. 
 informe semanal diciembre 21 2015 buscando techo labelurl  ; j : 1020. Sim : 0.41576922; No similar. 
 encuesta situacionmicrocredito resultados entidades realizan intermediacion microcredito labelurl  ; j : 1021. Sim : 0.29676756; No similar. 
 cconstitucional comunicado 38 12 13 julio 2017 labelurl  ; j : 1022. Sim : 0.38502148; No similar. 
 suenos atletas equipoporvenir2019 tambien firm proposito promo labelurl  ; j : 1023. Sim : 0.21424389; No similar. 
 maru32804116 wradiocolombia citytv colombiascopio hola maru32804116 ofrecemos disculpas labelurl  ; j : 1024. Sim : 0.25434107; No similar. 
 informe semanal marzo 10 2014 mas alla conflicto labelurl  ; j : 1025. Sim : 0.54816127; Baja. 
 informe inflacion julio 16 2018 comienza subidanlabelurl  ; j : 1026. Sim : 0.45940426; No similar. 
 sindicatoetb enriquepenalosa ataca sintratelefonos rechazamos politica antisindical labelurl  ; j : 1027. Sim : 0.24055597; No similar. 
 informe semanal marzo 14 2016 cautela bancaria labelurl  ; j : 1028. Sim : 0.5363729; Baja. 
 informe semanal agosto 19 2014 historia fin labelurl  ; j : 1029. Sim : 0.38462403; No similar. 
 informe semanal diciembre 14 2015 sorprendente resistencia labelurl  ; j : 1030. Sim : 0.43846053; No similar. 
