Modulo nnlm-es-dim128-with-normalization-2
Topicos : informe diario andrespardoa colombia eeuu inconvenientes 2018 inflacion 2017 2014 ofrecemos disculpas tasa 
 andrespardoa eeuu crearon 175 mil empleos netos febrero vs esperado 149 mil tasa desempleo subio 67; j : 1. Sim : 0.44143924; No similar. 
 informe diario marzo 21 2019 contrajo economia argentina 4t18nlabelurl  ; j : 1489. Sim : 0.40310058; No similar. 
 informe diario marzo 15 2017 feed incrementa tasa interesnlabelurl  ; j : 1490. Sim : 0.5235403; Baja. 
 eventosclavedelajornadademananan eeuu 915 produccion industrial n colombia 1100 pib produccion labe; j : 1491. Sim : 0.4870488; No similar. 
 informe diario julio 5 2017 colombia fuerte incremento exportaciones mayonlabelurl  ; j : 1492. Sim : 0.5409569; Baja. 
 top 3 impacto economicoproduccion industrial zona euro retrocedio febreroinventarios petroleo label; j : 1493. Sim : 0.24932684; No similar. 
 informe diario abril 16 2018 repuntes industria comercio confianzanlabelurl  ; j : 1494. Sim : 0.3965889; No similar. 
 reportesdelemisor octubre noviembre diciembre 2018 intermediarios financieros percibieron aument la; j : 1495. Sim : 0.2116473; No similar. 
 informe diario febrero 8 2017 inventarios petroleo eeuu maximo historiconlabelurl  ; j : 1496. Sim : 0.6852772; Media. 
 top 3 impacto economicosubsidios desempleo eeuu disminuyeronexportaciones japon crecieron menos d l; j : 1497. Sim : 0.42534095; No similar. 
 eventosclavedelajornadaneeuu 730 indice precios consumidor julncolombia 1300 minutas polit labelurl; j : 1498. Sim : 0.34767264; No similar. 
 top 3 impacto economicoinflacion chile encima esperado abrilexportaciones china au labelurl  ; j : 1499. Sim : 0.09923917; No similar. 
 eventosclavedelajornadanzona euro 400 tasa desempleo 2tnalemania 400 confianza inversionist labelur; j : 1500. Sim : 0.27842572; No similar. 
 informe diario mayo 31 2018 vuelven temores guerra comercialnlabelurl  ; j : 1501. Sim : 0.35908893; No similar. 
 informe diario enero 4 2017 eurozona inflacion registro maximo 2013nlabelurl  ; j : 1502. Sim : 0.62582976; Baja. 
 informe diario junio 21 2017 precio petroleo continua cayendonlabelurl  ; j : 1503. Sim : 0.47522584; No similar. 
 informe diario octubre 8 2018 inflacion alimentos nivel mas bajo 2015nlabelurl  ; j : 1504. Sim : 0.43229154; No similar. 
 informe diario octubre 8 2018 inflacion alimentos nivel mas bajo 2015 labelurl  ; j : 1505. Sim : 0.4565744; No similar. 
 eventosclavedelajornadademanananjapon 1930 pmi nikkein eeuu 700 aplicaciones hipoteca mba labelurl ; j : 1506. Sim : 0.3860204; No similar. 
 informe diario noviembre 1 2016 exportaciones colombianas cayeron 56 septiembre labelurl  ; j : 1507. Sim : 0.30544442; No similar. 
 eventosclavedelajornadademananan eeuu 1000 indicador ism manufacturero novneeuu 1000 inventa labelu; j : 1508. Sim : 0.4127795; No similar. 
 informe diario febrero 27 2018 perspectivas economicas powell fortalecidonlabelurl  ; j : 1509. Sim : 0.5240008; Baja. 
 informe renta fija marzo 31 2015 menos pib mas deficit labelurl  ; j : 1510. Sim : 0.4254022; No similar. 
 eventosclavedelajornadademanananeeuu 0845 indicador pmi servicios manufactura octnzona euro 03 labe; j : 1511. Sim : 0.14711851; No similar. 
 informe diario febrero 19 2018 cartera vencida disminuyo diciembrenlabelurl  ; j : 1512. Sim : 0.4174761; No similar. 
 informe diario mayo 16 2016 industria colombia desacelero marzo labelurl  ; j : 1513. Sim : 0.41353604; No similar. 
 informe diario enero 28 2019 eeuu impone sanciones pdvsa labelurl  ; j : 1514. Sim : 0.53538394; Baja. 
 informe diario marzo 27 2018 cartera vencida disminuyo eneronlabelurl  ; j : 1515. Sim : 0.4801269; No similar. 
 informe mercado septiembre 2018ndurante septiembre rentabilidades portafolios pension voluntaria la; j : 1516. Sim : 0.35259715; No similar. 
 eventosclavedelajornadademanananeeuu 1300 reunion politica monetaria fedn eeuu 930 inventarios labe; j : 1517. Sim : 0.50862086; Baja. 
 informe diario enero 28 2019 eeuu impone sanciones pdvsanlabelurl  ; j : 1518. Sim : 0.51452416; Baja. 
 eventosclavedelajornadademanananeeuu 1300 reunion politica monetaria fedn eeuu 930 inventarios labe; j : 1519. Sim : 0.50862086; Baja. 
 eventosclavedelajornadademanananzona euro 400 produccion industrial agoneeuu 900 sentimiento eco la; j : 1520. Sim : 0.20907895; No similar. 
 informe renta variable mayo 8 2017 valoracion relativa mercados accionariosnlabelurl  ; j : 1521. Sim : 0.3181802; No similar. 
 eventosclavedelajornadademananan eeuu 700 aplicaciones hipoteca mban eeuu 1030 inventarios c labelu; j : 1522. Sim : 0.37862962; No similar. 
 andrespardoa eurozona inflacion desacelera agosto bajando 03 04 julio  ; j : 1523. Sim : 0.43021756; No similar. 
 informe diario marzo 26 2018 mercados acciones eeuu recuperaronnlabelurl  ; j : 1524. Sim : 0.5384316; Baja. 
 informe diario marzo 11 2019 continua incertidumbre votacion brexitnlabelurl  ; j : 1525. Sim : 0.42134267; No similar. 
 informe mercado noviembre 2018nndurante noviembre rentabilidad portafolios pension voluntarias labe; j : 1526. Sim : 0.3303444; No similar. 
 reportesdelemisor actividad economica 2018 jalonada demanda interna liderada consumo l labelurl  ; j : 1527. Sim : 0.2102801; No similar. 
 equipos autoorganizados manifiesto remoto scrum lean design think solo temas labelurl  ; j : 1528. Sim : 0.009496629; No similar. 
 reportesdelemisor actividad economica 2018 jalonada demanda interna liderada consumo l labelurl  ; j : 1529. Sim : 0.2102801; No similar. 
 top3deimpactoeconomicon1inflacion japon acelera levemente eneron2inflacion zona euro cae li labelur; j : 1530. Sim : 0.26133394; No similar. 
 inflacion primer semestre observaron presiones demanda precios canasta alimento labelurl  ; j : 1531. Sim : 0.30332604; No similar. 
 top 3 impacto economicoconfianza consumidor colombia retorno terreno positivoinflacion japon labelu; j : 1532. Sim : 0.28938246; No similar. 
 reportesdelemisor caqueta cundinamarca huila tolima desaceleracion actividad economica 3t201 labelu; j : 1533. Sim : 0.4587242; No similar. 
 andrespardoa colombia carbon impulso exportaciones julio registraron crecimiento 85 labelurl  ; j : 1534. Sim : 0.41508573; No similar. 
 eventosclavedelajornadademanananeeuu 1000 indice nahb mercado inmobiliario novnzona euro 500 d labe; j : 1535. Sim : 0.20985308; No similar. 
 informe mercado abrilndurante mes abril rentabilidad portafolios pension voluntarias labelurl  ; j : 1536. Sim : 0.3614491; No similar. 
 informe diario marzo 5 2019 ligera desaceleracion pmi servicios eeuunlabelurl  ; j : 1537. Sim : 0.32079077; No similar. 
 top 3 impacto economicoexportaciones colombia repuntaron abrilsector servicios japon crecio labelur; j : 1538. Sim : 0.40971783; No similar. 
 informe diario abril 2 2019 fmi crecimiento mundial pierde impetunlabelurl  ; j : 1539. Sim : 0.3805477; No similar. 
 informe diario enero 14 2019 avanzan negociaciones eeuu chinanlabelurl  ; j : 1540. Sim : 0.48418677; No similar. 
 informe renta variable octubre 4 2016 ultimo empuje dolar nlabelurl  ; j : 1541. Sim : 0.29261225; No similar. 
 indice precios consumidor ipc eeuu linea expectativas mercado octubre labelurl  ; j : 1542. Sim : 0.4963049; No similar. 
 informe semanal septiembre 15 2014 estabilizacion expectativa pib 2t14 labelurl  ; j : 1543. Sim : 0.49855617; No similar. 
 informe diario enero 2 2018 eeuu sector manufacturero expande diciembrenlabelurl  ; j : 1544. Sim : 0.56603175; Baja. 
 informe diario septiembre 1 2016 sector manufacturero eeuu debilito agostonlabelurl  ; j : 1545. Sim : 0.4930914; No similar. 
 eventosclavedelajornadademanananzona euro 400 confianza consumidornreino unido 700 decision tasa la; j : 1546. Sim : 0.23270953; No similar. 
 informe diario enero 3 2017 eeuu sector manufacturero fortalecio diciembrenlabelurl  ; j : 1547. Sim : 0.64940757; Baja. 
 informe inflacion febrero 17 2017 primeros efectos tributaria nlabelurl  ; j : 1548. Sim : 0.4560788; No similar. 
 joseantonioocampo senala inflacion tendencia positiva 2017 consolidara 2018 poli labelurl  ; j : 1549. Sim : 0.49687508; No similar. 
 informe diario diciembre 1 2016 sector manufacturero eeuu fortalecio noviembrenlabelurl  ; j : 1550. Sim : 0.50881046; Baja. 
 reportesdelemisor cuarto trimestre 2018 percepcion demanda nuevos microcreditos mant labelurl  ; j : 1551. Sim : 0.3801429; No similar. 
 publicacionesbanrep informe especial estabilidadfinanciera segundo semestre 2017 concentracion comp; j : 1552. Sim : 0.22874695; No similar. 
 bancorepublica patrocina posgrados universidades extranjeras reconocida excelencia academica cursar; j : 1553. Sim : 0.19674565; No similar. 
 bandrespardoa moodys ratifica calificacion soberana colombia baa2 perspectiva estable  ; j : 1554. Sim : 0.47065005; No similar. 
 top3deimpactoeconomicon1cae actividad fabril china segundo mes consecutivon2la economia mexico s la; j : 1555. Sim : 0.24027623; No similar. 
 eventosclavedelajornadademananan zona euro 500 inflacionncolombia reunion politica monetaria banrep; j : 1556. Sim : 0.31873548; No similar. 
 andrespardoa eeuu actividad economica expandiendo ritmo moderado comunicado feed  ; j : 1557. Sim : 0.45139384; No similar. 
 precios consumidor unidos aumentaron abril 02 linea esperado analistas labelurl  ; j : 1558. Sim : 0.23786072; No similar. 
 informe diario julio 5 2016 boe anuncia estimulo liquidez nlabelurl  ; j : 1559. Sim : 0.38921663; No similar. 
 top 3 impacto economicoconfianza sector manufacturero unidos niveles maximospib argenti labelurl  ; j : 1560. Sim : 0.09712216; No similar. 
 ultimo informe inflacion unidos mostro dato acorde esperado analist labelurl  ; j : 1561. Sim : 0.38335562; No similar. 
 colombia economia crecio 43 2013 linea expectativa esperabamos 42  ; j : 1562. Sim : 0.5468613; Baja. 
 top 3 impacto economicoconversaciones renegociacion tlcan retomarian semanadeutsche bank re labelur; j : 1563. Sim : 0.20241615; No similar. 
 investigacionesbanrep evoluciono dinamica llegada turistas extranjeros colombia 2001 2017 labelurl ; j : 1564. Sim : 0.35352904; No similar. 
 informe diario enero 5 2017 espera estabilidad generacion empleo eeuunlabelurl  ; j : 1565. Sim : 0.4787078; No similar. 
 investigacionesbanrep evoluciono dinamica llegada turistas extranjeros colombia 2001 2017 labelurl ; j : 1566. Sim : 0.35352904; No similar. 
 empieza adoptar habitos saludables ayudaran prevenir enfermedades cancer empieza ahora labelurl  ; j : 1567. Sim : 0.16937864; No similar. 
 empieza adoptar habitos saludables ayudaran prevenir enfermedades cancer empieza ahora  ; j : 1568. Sim : 0.1751018; No similar. 
 eje cafetero primer trimestre crecieron ventas matriculas vehiculos nuevos labelurl  ; j : 1569. Sim : 0.22114566; No similar. 
 informe diario febrero 14 2019 moodys ley financiamiento insuficientenlabelurl  ; j : 1570. Sim : 0.37749037; No similar. 
 informe diario junio 2 2016 bce mantuvo instrumentos politica inalterados labelurl  ; j : 1571. Sim : 0.4683924; No similar. 
 informe diario junio 14 2016 crecen preocupaciones resultado brexit labelurl  ; j : 1572. Sim : 0.4242281; No similar. 
 gobierno china disminuyo objetivo crecimiento economico estableciendolo 6 65 meta labelurl  ; j : 1573. Sim : 0.31970665; No similar. 
 eventosclavedelajornadademanananeeuu 945 indice seguimiento economia pmi octnzona euro 430 labelurl; j : 1574. Sim : 0.31492132; No similar. 
 publicaciones informe especial estabilidadfinanciera segundo semestre 2017 riesgo mercado labelurl ; j : 1575. Sim : 0.25949204; No similar. 
 informe diario diciembre 29 2016 reforma tributaria aprobada sancionadanlabelurl  ; j : 1576. Sim : 0.30269668; No similar. 
 informe diario febrero 6 2017 sector servicios desacelera enero chinanlabelurl  ; j : 1577. Sim : 0.38560155; No similar. 
 recuperacion marchande acuerdo estimaciones economia colombiana habria expandido tasa labelurl  ; j : 1578. Sim : 0.5270356; Baja. 
 informe diario diciembre 19 2018 aprobada ley financiamiento congresonlabelurl  ; j : 1579. Sim : 0.3123236; No similar. 
 informe diario mayo 5 2014 sector servicios eeuu fortalecio abril labelurl  ; j : 1580. Sim : 0.51093274; Baja. 
 informe diario diciembre 19 2018 aprobada ley financiamiento congresonlabelurl  ; j : 1581. Sim : 0.3123236; No similar. 
 ultimo informe inflacion unidos muestra dato acorde esperado analis labelurl  ; j : 1582. Sim : 0.37432152; No similar. 
 informe renta fija marzo 23 2018 mirada interior nlabelurl  ; j : 1583. Sim : 0.14027593; No similar. 
 bvccolombia aestahora acciones suben bvccolombia nnconconcreto 377ncnec 171ncorficolombiana 112 lab; j : 1584. Sim : 0.2183196; No similar. 
 bvccolombia aestahora acciones suben bvccolombia nncemexcolombia 442ncorficolombiana 125necopetrols; j : 1585. Sim : 0.28824788; No similar. 
 bvccolombia aestahora acciones suben bvccolombia nnconconcreto 377ncnec 171ncorficolombiana 112 lab; j : 1586. Sim : 0.2183196; No similar. 
 bvccolombia aestahora acciones suben bvccolombia nncemexcolombia 442ncorficolombiana 125necopetrols; j : 1587. Sim : 0.28824788; No similar. 
 reportesdelemisor intermediarios financieros perciben dinamica debil microcredito segundo trim labe; j : 1588. Sim : 0.33701962; No similar. 
 informe diario marzo 20 2019 feed ve incrementos anonlabelurl  ; j : 1589. Sim : 0.35338658; No similar. 
 publicacionesbanrep informe especial estabilidadfinanciera segundo semestre 2017 liquidez mercado l; j : 1590. Sim : 0.21526732; No similar. 
 informe diario marzo 5 2018 petroleo subio 2 tras publicacion aienlabelurl  ; j : 1591. Sim : 0.54999375; Baja. 
 crecimiento endeudamiento hogares reducido gradualmente enero 2018 proporcion ing labelurl  ; j : 1592. Sim : 0.37414885; No similar. 
 investigacionesbanrep borrador economia 1062 analiza efecto variaciones tasa cambio r labelurl  ; j : 1593. Sim : 0.35354048; No similar. 
 andrespardoa minutas reunion junta directiva bancorepublica 29 agosto 2014 labelurl  ; j : 1594. Sim : 0.35369834; No similar. 
 rafpinzon epl762 susanadleon maricris09 nicodgf2005 hola rafpinzon ofrecemos disculpas inconveni la; j : 1595. Sim : 0.30092704; No similar. 
 encuesta nomura senala latam mas afectada triunfo trump copusd 3100 labelurl  ; j : 1596. Sim : 0.33330956; No similar. 
 top 3 impacto economicoventas vivienda nueva eeuu superaron estimacionesinventarios petroleo labelu; j : 1597. Sim : 0.2656926; No similar. 
 seminario fedesarrollo adolfomeisel senala 1920 1990 presento aumento sustancial labelurl  ; j : 1598. Sim : 0.3084352; No similar. 
 representante comercial eeuu robert lighthizer anuncio cedera endurecimiento comercial labelurl  ; j : 1599. Sim : 0.34230748; No similar. 
 informe diario marzo 1 2018 deficit cuenta corriente disminuyo 2017nlabelurl  ; j : 1600. Sim : 0.5008312; Baja. 
 blaa conversamos juez sudafricano richard goldstone sejep justicia transicion labelurl  ; j : 1601. Sim : 0.38512975; No similar. 
 bancorepublica mantuvo tasa inter referencia 45 linea expectativas mercado  ; j : 1602. Sim : 0.286387; No similar. 
 andrespardoa bancorepublica reduce tasa inter 625 575 linea pronostico labelurl  ; j : 1603. Sim : 0.4106072; No similar. 
 andrespardoa colombia minutas bancorepublica junta cree inflacion acelerado mas esperado  ; j : 1604. Sim : 0.5358232; Baja. 
 top3deimpactoeconomicon1reino unido muestra signos debilidad acompanado brexit acuerdon2la infl lab; j : 1605. Sim : 0.0745481; No similar. 
 top3deimpactoeconomicon1cae actividad sector servicios eeuu minimos seis mesesn2aumenta infl labelu; j : 1606. Sim : 0.27246183; No similar. 
 top3deimpactoeconomicon1cae inflacion china septimo mes consecutivon2caen ventas minoristas eeuu la; j : 1607. Sim : 0.4329174; No similar. 
 informesobreinflacion medidas inflacion basica encuentran dentro rango 24 expectativas labelurl  ; j : 1608. Sim : 0.4223981; No similar. 
 andrespardoa colombia bancorepublica eleva tasa referencia 375 linea expectativa  ; j : 1609. Sim : 0.48568788; No similar. 
 junta directiva minutas reunion jdbr brc 29 enero 2018 labelurl  ; j : 1610. Sim : 0.336499; No similar. 
 junta directiva minutas reunion jdbr brc 29 septiembre 2017 labelurl  ; j : 1611. Sim : 0.36143073; No similar. 
 reportesdelemisor 2018 economia colombiana logro relativa consolidacion recuperacion luego labelurl; j : 1612. Sim : 0.46711525; No similar. 
 top3deimpactoeconomicon1cae indice clima empresarial alemania eneron2actividad eeuu crece mo labelu; j : 1613. Sim : 0.41203097; No similar. 
 reportesdelemisor 2018 economia colombiana logro relativa consolidacion recuperacion luego labelurl; j : 1614. Sim : 0.46711525; No similar. 
 junta directiva minutas reunion jdbr brc 27 octubre 2017 labelurl  ; j : 1615. Sim : 0.41094574; No similar. 
 junta directiva minutas reunion jdbr brc 24 noviembre 2017 labelurl  ; j : 1616. Sim : 0.41129383; No similar. 
