Modulo nnlm-es-dim128-with-normalization-2
Topicos : via noticiaun unisabana unimedios comsabana colombia uniandes mas orgulloun 
 rt iptigeneva you have to sell peace be clear about why one might want to obtain it tpaffenholz at ; j : 1. Sim : 0.13169624; No similar. 
 receta industria entender momento carlos alberto jesu labelurl  ; j : 950. Sim : 0.19478223; No similar. 
 noticiaun nueva plaza gobierno valledupar disenada orgulloun labelurl labelurl  ; j : 951. Sim : 0.4298612; No similar. 
 rt urosarioradio equipo noticiero ondaur listos abrir urenfilbo2016 labelurl  ; j : 952. Sim : 0.13138825; No similar. 
 rt senekuniandes entregando kit carrera carrera talentos deportivos labelurl labelurl  ; j : 953. Sim : 0.21642075; No similar. 
 articulo mantillaignacio semana habla matematicas ancestrales labelurl via labelurl  ; j : 954. Sim : 0.37230566; No similar. 
 rt inguniandes dudas proceso pazrespondelas expertos invitados labelurl hablemosdeacuerdos labelurl; j : 955. Sim : 0.022961713; No similar. 
 rt endirectosabana leaendirecto98 lea edicion 98 directo digital labelurl labelurl  ; j : 956. Sim : 0.1653537; No similar. 
 botamos misma ruta sirven estudios suelos enriquepenalosa  ; j : 957. Sim : 0.14529468; No similar. 
 estudiantes unmedellin upbcolombia construyen medellin vehiculo submarino labelurl  ; j : 958. Sim : 0.29139456; No similar. 
 pregunta proyectos poblacion bajos recursos acceda educacion  ; j : 959. Sim : 0.19835703; No similar. 
 363motivosparacelebrar rosaristas mejores estudiantes ing biomedica pais labelurl labelurl  ; j : 960. Sim : 0.2760573; No similar. 
 prevencion salud audicion clinunisabana volumen escuchando audifonos labelurl  ; j : 961. Sim : 0.23187919; No similar. 
 noticiaun colegios ensena conflicto colombiano labelurl via unimedios  ; j : 962. Sim : 0.5934072; Baja. 
 docentesun espacio debatir diferentes temas esperamos saladeprofesores labelurl  ; j : 963. Sim : -0.041830007; No similar. 
 urosario 5 mejores universidades colombia rankinguniversidades scimago felixdemoya labelurl  ; j : 964. Sim : 0.28768653; No similar. 
 rosaristas mejores estudiantes ing biomedica pais labelurl orgullorosarista labelurl  ; j : 965. Sim : 0.22385484; No similar. 
 contrabandodecigarrillo nigar nargis americancancer relacion impuestos tabaco labelurl  ; j : 966. Sim : 0.2397275; No similar. 
 semana movilidad 2016 31 octubre 4 noviembre 2016 labelurl  ; j : 967. Sim : 0.21549684; No similar. 
 programa pat gracias estudiantes acompanado 13 anos labelurl labelurl  ; j : 968. Sim : 0.30161148; No similar. 
 escuela doctoral usingenieria uniandes udea itmmedellin labelurl colombiafrancia2017 labelurl  ; j : 969. Sim : 0.24795689; No similar. 
 bicicletas hoy recibiran pilos serpilopaga mibicipostobon unomastodosco labelurl  ; j : 970. Sim : 0.3089799; No similar. 
 campuseafit contamos diferentes especies aves labelurl hacen parte labelurl  ; j : 971. Sim : 0.10818005; No similar. 
 dia estudiante celebramos alto vivido jornada soyuniandes labelurl  ; j : 972. Sim : 0.28817293; No similar. 
 estudiantes rosaristas comparten experiencia ser finalistas concurnalcuento labelurl  ; j : 973. Sim : 0.020312652; No similar. 
 santiago chimbi serpilopaga usingenieria recibe bici mibicipostobon labelurl  ; j : 974. Sim : 0.29749957; No similar. 
 rt facisouniandes consulte sexta edicion revistalaparada publicacion estudiantes labelurl labelurl ; j : 975. Sim : 0.24212027; No similar. 
 carreras area salud tambien estan encuentroporlaexcelencia neiva labelurl  ; j : 976. Sim : 0.52201617; Baja. 
 soluciones crisis clima vendran ciencia sino humanidad labelurl labelurl  ; j : 977. Sim : 0.19205211; No similar. 
 descubre formar parte 3 day startup universidad rosario labelurl labelurl  ; j : 978. Sim : 0.1341342; No similar. 
 unperiodico articulo hielo partir sol labelurl unmedellin unimedios labelurl  ; j : 979. Sim : 0.30531096; No similar. 
 27 31 marzo semana fopre cafe yoapoyoalfopre labelurl labelurl  ; j : 980. Sim : 0.25469443; No similar. 
 comunicador materia prima palabra recurso envolver ideas labelurl  ; j : 981. Sim : 0.03681511; No similar. 
 clara correlacion corrupcion contrabandodecigarrillo nigar nargis americancancer  ; j : 982. Sim : 0.30731905; No similar. 
 oportunidades colombia floricultura analizadas expertos manana cnnee labelurl labelurl  ; j : 983. Sim : 0.3178325; No similar. 
 rt unisabanaradio finaliza dia mas semanacomsabana invitados lujo labelurl  ; j : 984. Sim : 0.31868377; No similar. 
 conozca historia turquia armenia traves ojos padre labelurl labelurl  ; j : 985. Sim : 0.21170898; No similar. 
 docentesun nuevo espacio expresarse debatir diferentes temas labelurl labelurl  ; j : 986. Sim : -0.014988994; No similar. 
 espacio practica aplicada docentes industria digital diplomadosforum labelurl labelurl  ; j : 987. Sim : 0.1207261; No similar. 
 articulo unperiodico nuevos report mariposas orinoquia labelurl unimedios labelurl  ; j : 988. Sim : 0.39559045; No similar. 
 desafios avances relativos principales enfermedades autoinmunes reumatologicas labelurl labelurl  ; j : 989. Sim : 0.17672293; No similar. 
 momento llego corounisabana bienestarsabana prepara cantar emocionados labelurl  ; j : 990. Sim : 0.042951103; No similar. 
 forma parte 3 day startup universidad rosario labelurl 3ds labelurl  ; j : 991. Sim : 0.20357773; No similar. 
 gran experiencia what an amaze experience shellecomarathon labelurl  ; j : 992. Sim : 0.25737196; No similar. 
 factor urosario ubica primer lugar rank scimago labelurl labelurl  ; j : 993. Sim : 0.039068095; No similar. 
 paraleer nuevos report mariposas orinoquia unperiodico labelurl unimedios labelurl  ; j : 994. Sim : 0.38316524; No similar. 
 noticiaun uncolombia rindio cuentas gestion 2016 launcuenta labelurl labelurl  ; j : 995. Sim : 0.40073264; No similar. 
 ahora docentesun espacio expresarse debatir diferentes temas labelurl p labelurl  ; j : 996. Sim : 0.03513991; No similar. 
 importancia universidad rosario sucesos 20 julio 1810 labelurl labelurl  ; j : 997. Sim : 0.21427481; No similar. 
 conferencia elecciones unidos relaciones interamericanas chrissabatini andresmolanor labelurl  ; j : 998. Sim : 0.066577084; No similar. 
 edicion 111 eafitense conozcan plantea educacion actualidad labelurl labelurl  ; j : 999. Sim : 0.244895; No similar. 
 quedes 5k emprendimiento medellin unidos mismo objetivo labelurl labelurl  ; j : 1000. Sim : 0.29035038; No similar. 
 hacer mas pequeno mas eficiente rafanietoloaiza lospresidenciables2018 labelurl  ; j : 1001. Sim : 0.41813794; No similar. 
 viernes modo bucaramanga encuentroporlaexcelencia estudiantes colegios ciudad labelurl  ; j : 1002. Sim : 0.29140323; No similar. 
 rt bienestarsabana celebremos juntos 37anosunisabana mes hacemos historia labelurl  ; j : 1003. Sim : 0.077408984; No similar. 
 evolucionado brindar mejor servicio comunidad academica labelurl urinvestigacion labelurl  ; j : 1004. Sim : 0.16063425; No similar. 
 comienza quinta feria internacional esperamos plazoleta estudiante labelurl  ; j : 1005. Sim : 0.095802434; No similar. 
 carlosholmestru comprometo viole soberania popular carlosholmestru lospresidenciables2018  ; j : 1006. Sim : 0.20168307; No similar. 
 noticiaun protagonista desarrollo medicina colombia labelurl launcuenta via labelurl  ; j : 1007. Sim : 0.450534; No similar. 
 parciales tranquilo sigue consejos direccion central estudiantes labelurl  ; j : 1008. Sim : 0.07938203; No similar. 
 ley primer empleo efectividad promocion empleo juvenil labelurl labelurl  ; j : 1009. Sim : 0.14302537; No similar. 
 rt behrentz beca liderandes iniciativa estudiantes estudiantes uniandes labelurl  ; j : 1010. Sim : 0.2058237; No similar. 
 efecto werther literatura convierte problema salud publica labelurl labelurl  ; j : 1011. Sim : 0.07922105; No similar. 
 lee edicion especial campus escala humana recomendada labelurl labelurl  ; j : 1012. Sim : 0.11356247; No similar. 
 profesor hernanolano tambien dice hoy voyentren unisabana labelurl  ; j : 1013. Sim : 0.28061473; No similar. 
 vacaciones oportunidad aprovechar tiempo recuperar sueno perdido labelurl labelurl  ; j : 1014. Sim : 0.20469747; No similar. 
 rt cerosetenta evento070 actualidadpanam invitados conoce 4 mayo uniandes labelurl  ; j : 1015. Sim : 0.21744883; No similar. 
 revive mas destacado foroungasscol universidad rosario labelurl unodc labelurl  ; j : 1016. Sim : 0.23596928; No similar. 
 buen regalo libro ricardopalmie comunicacion creatividad publicidad labelurl  ; j : 1017. Sim : 0.2453103; No similar. 
 ronda preguntas ministro guillaumelong logrosyretosecuador cancilleriaec embajadaecucol labelurl  ; j : 1018. Sim : 0.040953137; No similar. 
 opinion modesto encanto democracia ventajas sistema gobierno labelurl labelurl  ; j : 1019. Sim : 0.19890055; No similar. 
 profesor eafit reconocido pnpsimonbolivar mejor reportaje digital labelurl labelurl  ; j : 1020. Sim : 0.05939117; No similar. 
 petrodiplomacia venezolana instancias decisivas sistema interamericano labelurl labelurl  ; j : 1021. Sim : 0.13887839; No similar. 
 noticiaun premian ginecobstetras orgulloun labelurl via unimedios labelurl  ; j : 1022. Sim : 0.58302295; Baja. 
 uniandinas representaran colombia loreal brandstorm 2016 labelurl  ; j : 1023. Sim : 0.3186899; No similar. 
 nota uniandina mompox tesoro bien guardado labelurl labelurl  ; j : 1024. Sim : 0.15892343; No similar. 
 temo juicios emanados intolerancia excombatiente farc labelurl labelurl  ; j : 1025. Sim : 0.2091927; No similar. 
 temo juicios emanados intolerancia excombatiente farc labelurl  ; j : 1026. Sim : 0.20127486; No similar. 
 rt orgulloun top 10 latinoamerica orgulloun institucionalun labelurl  ; j : 1027. Sim : 0.39042583; No similar. 
 global how report 2016 moderado mikeeichenwald labelurl labelurl  ; j : 1028. Sim : 0.15976144; No similar. 
 rt eltiempo blog peliculas celebrar amistad jeronimorivera labelurl labelurl  ; j : 1029. Sim : 0.20643282; No similar. 
 mencion honor proyecto uniandino ingenieria quimica labelurl labelurl  ; j : 1030. Sim : 0.21938217; No similar. 
 rt oaduniandes enlamemoria personajes marcaron rumbo uniandes labelurl  ; j : 1031. Sim : 0.2129293; No similar. 
 mencion honor proyecto uniandino ingenieria quimica labelurl labelurl  ; j : 1032. Sim : 0.21938217; No similar. 
 rt oaduniandes enlamemoria personajes marcaron rumbo uniandes labelurl labelurl  ; j : 1033. Sim : 0.20994194; No similar. 
 agenda uniandina 31 octubre 4 noviembre 2016 labelurl labelurl  ; j : 1034. Sim : 0.22482118; No similar. 
 agenda uniandina 10 14 octubre 2016 labelurl labelurl  ; j : 1035. Sim : 0.2576657; No similar. 
 agenda uniandina 12 16 septiembre 2016 labelurl labelurl  ; j : 1036. Sim : 0.20235349; No similar. 
 agenda uniandina 31 octubre 4 noviembre 2016 labelurl labelurl  ; j : 1037. Sim : 0.22482118; No similar. 
 agenda uniandina 15 18 noviembre 2016 labelurl labelurl  ; j : 1038. Sim : 0.25130937; No similar. 
 iran sueno persa conquista oriente medio labelurl labelurl  ; j : 1039. Sim : 0.2413168; No similar. 
 elecciones presidenciales medio vericuetos peru avanza labelurl labelurl  ; j : 1040. Sim : 0.23145804; No similar. 
 dejacion armas reincorporacion normalizacion adiosalasarmas labelurl carlosmedinag1 labelurl  ; j : 1041. Sim : 0.19001982; No similar. 
 justicia venganza acercamiento idea compartida justicia labelurl labelurl  ; j : 1042. Sim : 0.10461462; No similar. 
 fopre cafe oportunidad dar agradecer solidaridaduniandes labelurl labelurl  ; j : 1043. Sim : 0.24568276; No similar. 
 agenda uniandina 13 17 febrero 2017 labelurl labelurl  ; j : 1044. Sim : 0.16255002; No similar. 
 agenda uniandina 18 22 octubre 2016 labelurl labelurl  ; j : 1045. Sim : 0.23736115; No similar. 
 agenda uniandina 13 17 febrero 2017 labelurl labelurl  ; j : 1046. Sim : 0.16255002; No similar. 
 estudios hice titulos equivalentes colombia enriquepenalosa  ; j : 1047. Sim : 0.28577507; No similar. 
 quiero estudiar 10 anos transformando vidas labelurl labelurl  ; j : 1048. Sim : 0.22620347; No similar. 
 uniandinas correran primera vuelta colombia femenina labelurl labelurl  ; j : 1049. Sim : 0.33216792; No similar. 
 quiero estudiar 10 anos transformando vidas labelurl labelurl  ; j : 1050. Sim : 0.22620347; No similar. 
 genera calentamiento global bogota transporte enriquepenalosa  ; j : 1051. Sim : 0.21238834; No similar. 
 rt canalcapital 8 000 estudiantes unisabana 1 000 serpilopaga labelurl labelurl  ; j : 1052. Sim : 0.33386773; No similar. 
 silvia restrepo biologa ayudo yuca colombiana labelurl  ; j : 1053. Sim : 0.30862153; No similar. 
 somosorgulloun estudiantes derecho premiados unidos austria labelurl labelurl  ; j : 1054. Sim : 0.113629825; No similar. 
 agenda uniandina 24 29 octubre 2016 labelurl labelurl  ; j : 1055. Sim : 0.23384799; No similar. 
 agenda uniandina 20 24 febrero 2017 labelurl labelurl  ; j : 1056. Sim : 0.24996516; No similar. 
 agenda uniandina 24 29 octubre 2016 labelurl labelurl  ; j : 1057. Sim : 0.23384799; No similar. 
 rt usingenieria vamos hacia pista unisabanashellecomarathon2017 unisabana labelurl  ; j : 1058. Sim : 0.2440041; No similar. 
 noticiaun doctorado ingenieriasistemas informatica unmedellin labelurl fminas labelurl  ; j : 1059. Sim : 0.33478075; No similar. 
 rt orgulloun mejor reputacion colombia orgulloun institucionalun labelurl  ; j : 1060. Sim : 0.4870312; No similar. 
 agenda uniandes 11 15 abril 2016 labelurl  ; j : 1061. Sim : 0.31723443; No similar. 
 agenda uniandes 18 23 abril 2016 labelurl  ; j : 1062. Sim : 0.26359832; No similar. 
 canciller ecuador guillaumelong rosario hablar logrosyretosecuador labelurl labelurl  ; j : 1063. Sim : 0.120652705; No similar. 
 hoy decimos adiosseptiembre sol campusunisabana findesemana labelurl  ; j : 1064. Sim : 0.14477961; No similar. 
 direccioncentraldeestudiantes hoy pilos unijaveriana matchserpilopaga serpilopaga labelurl  ; j : 1065. Sim : 0.14045282; No similar. 
 mas satisfactorio ser maestro felizdiamaestro graciasprofe labelurl  ; j : 1066. Sim : 0.17779039; No similar. 
 corrupcion nudo gordiano proposito preocupacion practica labelurl labelurl  ; j : 1067. Sim : 0.3546603; No similar. 
 agenda uniandes 13 17 marzo 2017 labelurl labelurl  ; j : 1068. Sim : 0.23532923; No similar. 
 pregunta juicio problema mas grave bogota  ; j : 1069. Sim : 0.24232192; No similar. 
 agenda uniandes 13 17 marzo 2017 labelurl labelurl  ; j : 1070. Sim : 0.23532923; No similar. 
 agenda uniandina 19 24 septiembre 2016 labelurl labelurl  ; j : 1071. Sim : 0.25169942; No similar. 
 agenda uniandes 25 29 abril 2016 labelurl  ; j : 1072. Sim : 0.25956547; No similar. 
 lanzamientos mas recientes uniandes feria libro labelurl  ; j : 1073. Sim : 0.37612212; No similar. 
 agenda uniandes 25 29 abril 2016 labelurl  ; j : 1074. Sim : 0.25956547; No similar. 
 sigues pensando inscribete feria empleo alumnisabana labelurl labelurl  ; j : 1075. Sim : 0.23502061; No similar. 
 autorreflexividad respuesta problematicas escenarios conflictos psicosociales labelurl  ; j : 1076. Sim : 0.25715193; No similar. 
 conociendo unisabana opencampus2017 director admisiones jrrodriguezgil labelurl  ; j : 1077. Sim : 0.23897684; No similar. 
 agenda uniandina 22 28 agosto 2016 labelurl labelurl  ; j : 1078. Sim : 0.20694008; No similar. 
 ingenieros uniandinos proyecto mapeara universo investigacionuniandes labelurl labelurl  ; j : 1079. Sim : 0.046071615; No similar. 
 tres 10 mejores ecaes derecho uniandinos labelurl labelurl  ; j : 1080. Sim : 0.22114047; No similar. 
 rt oaduniandes ayeryhoy asi vive culturauniandes throwbackthursday labelurl  ; j : 1081. Sim : 0.35456204; No similar. 
 trabajamos uniandes apoyar procesos experiencia u unica labelurl  ; j : 1082. Sim : 0.29326308; No similar. 
 venezuela petrodiplomacia instancias decisivas sistema interamericano labelurl labelurl  ; j : 1083. Sim : 0.23165216; No similar. 
 amis tecnologia ayuda salvar vidas colegios labelurl labelurl  ; j : 1084. Sim : 0.32354924; No similar. 
