Modulo nnlm-es-dim128-with-normalization-2
Topicos : favor gracias mensaje cuentanos detalles escribirnos directo ayudarte ocurrido dm informacion numero 
 bandrespardoa we expect authorities to secure passage of significant structural tax reform to prese; j : 1. Sim : 0.23039268; No similar. 
 estelita100pre hola estelita100pre alegra saludarte queremos conocer mas detalles sucedido ayud lab; j : 1146. Sim : 0.5884383; Baja. 
 vivilopezm hola cuentanos favor inbox detalles informacion solicitas validar podemos labelurl  ; j : 1147. Sim : 0.78751737; Media. 
 sanjuan1979 hola sanjuan1979 bienvenido canal digital validar cuentas favor esc labelurl  ; j : 1148. Sim : 0.51792294; Baja. 
 ernestogotri sfcsupervisor gusgomez1701 davidbarguil hola ernestogotri gracias escribirnos cuentano; j : 1149. Sim : 0.45063642; No similar. 
 andresrabat hola andresrabat bienvenido canal digital validar cuentas favor esc labelurl  ; j : 1150. Sim : 0.48818633; No similar. 
 rpedraza531 hola rpedraza531 bienvenido canal digital validar cuentas favor esc labelurl  ; j : 1151. Sim : 0.51314205; Baja. 
 apitovar davidbarguil rodrigolarar apitovar queremos ayudarte mencionamos anteriormente favor i lab; j : 1152. Sim : 0.47048473; No similar. 
 darktaopika hola darktaopika bienvenido canal digital validar cuentas favor esc labelurl  ; j : 1153. Sim : 0.51163363; Baja. 
 zuluagajorge hola zuluagajorge alegra saludarte queremos conocer mas detalles sucedido ayudart labe; j : 1154. Sim : 0.59898806; Baja. 
 lorreincisf hola lorreincisf alegra saludarte queremos conocer mas detalles sucedido ayudarte label; j : 1155. Sim : 0.6291295; Baja. 
 aaangelito hola aaangelito alegra saludarte queremos conocer mas detalles sucedido ayudarte r label; j : 1156. Sim : 0.564099; Baja. 
 juankmvz hola juankmvz bienvenido canal digital validar cuentas favor escribe labelurl  ; j : 1157. Sim : 0.52715874; Baja. 
 lakgb hola lakgb gracias escribirnos rede sociales disponibles asesorarte escribenos t labelurl  ; j : 1158. Sim : 0.64143854; Baja. 
 juancmaciash hola juancmaciash alegra saludarte queremos conocer mas detalles sucedido ayudarte lab; j : 1159. Sim : 0.586745; Baja. 
 giovabeltran hola giovabeltran alegra saludarte queremos conocer mas detalles sucedido ayudarte lab; j : 1160. Sim : 0.56126785; Baja. 
 juanpifdez hola juanpifdez alegra saludarte queremos conocer mas detalles sucedido ayudarte r label; j : 1161. Sim : 0.5961076; Baja. 
 elicmattos hola elicmattos alegra saludarte queremos conocer mas detalles sucedido ayudarte r label; j : 1162. Sim : 0.578677; Baja. 
 edusoff hola edusoff gracias escribirnos rede sociales disponibles asesorarte escribenos labelurl  ; j : 1163. Sim : 0.5645106; Baja. 
 elkinstinto hola elkinstinto alegra saludarte queremos conocer mas detalles sucedido ayudarte label; j : 1164. Sim : 0.63088; Baja. 
 eurooou hola eurooou gracias escribirnos rede sociales disponibles asesorarte escribenos labelurl  ; j : 1165. Sim : 0.5402377; Baja. 
 e2tovar fiscaliacol asobancaria bancosaval sfcsupervisor hola e2tovar gracias escribirnos cuentanos; j : 1166. Sim : 0.5706567; Baja. 
 fdoalvaradoa hola fdoalvaradoa gracias escribirnos cuentanos favor mas detalles ocurrido men labelu; j : 1167. Sim : 0.71800953; Media. 
 jhonbogotano hola jhonbogotano gracias escribirnos cuentanos favor mas detalles ocurrido men labelu; j : 1168. Sim : 0.7508378; Media. 
 sazawilliam hola sazawilliam gracias escribirnos cuentanos favor mas detalles ocurrido men labelurl; j : 1169. Sim : 0.69568694; Media. 
 stebankid asobancaria hola stebankid alegra saludarte queremos conocer mas detalles sucedido labelu; j : 1170. Sim : 0.5359419; Baja. 
 myct68 bcooccidente hola myct68 gracias escribirnos cuentanos favor mas detalles ocurrido labelurl ; j : 1171. Sim : 0.73856145; Media. 
 jcamilo0930 hola jcamilo0930 gracias escribirnos cuentanos favor mas detalles ocurrido men labelurl; j : 1172. Sim : 0.6830207; Media. 
 liacaicedo90 hola liacaicedo90 gracias escribirnos cuentanos favor mas detalles ocurrido men labelu; j : 1173. Sim : 0.72791785; Media. 
 vanesamour hola vanesamour gracias escribirnos rede sociales disponibles asesorarte escr labelurl  ; j : 1174. Sim : 0.6269323; Baja. 
 juandajuanda hola juandajuanda gracias escribirnos cuentanos favor mas detalles ocurrido men labelu; j : 1175. Sim : 0.6952859; Media. 
 joelyseliana hola joelyseliana gracias escribirnos cuentanos favor mas detalles ocurrido men labelu; j : 1176. Sim : 0.7172776; Media. 
 jaimereyesm1 hola jaimereyesm1 gracias escribirnos cuentanos favor mas detalles ocurrido men labelu; j : 1177. Sim : 0.69606; Media. 
 eugeniatobar hola eugeniatobar gracias escribirnos cuentanos favor mas detalles ocurrido men labelu; j : 1178. Sim : 0.70819277; Media. 
 16gonzalez crisjgar01 bancosaval sfcsupervisor velascoluisf hola francisco amplianos favor informac; j : 1179. Sim : 0.52353597; Baja. 
 darlingdiazd hola darlingdiazd queremos mejorar experiencia cuentanos mas detalles sucedido mensa l; j : 1180. Sim : 0.6253755; Baja. 
 rienacst hola rienacst gracias escribirnos cuentanos favor mas detalles requerimiento mensaj labelu; j : 1181. Sim : 0.7301985; Media. 
 sanssergio angelicalozanoc asobancaria hola sergio indicanos favor tipo certificacion requieres lab; j : 1182. Sim : 0.40916222; No similar. 
 camiplanet hola camiplanet bienvenida canal digital favor escribenos mensaje directo n labelurl  ; j : 1183. Sim : 0.6452537; Baja. 
 andreammoreno hola andrea gracias escribirnos amplianos favor informacion acerca ocurrido d labelur; j : 1184. Sim : 0.68112797; Media. 
 sinectado mktgbienpensado gomezgomezdavid hola sinectado gracias escribirnos queremos mejorar exper; j : 1185. Sim : 0.36247364; No similar. 
 darinconr minsaludcol hola darinconr gracias escribirnos cuentanos favor mas detalles ocurrido labe; j : 1186. Sim : 0.69845366; Media. 
 msarralde hola msarralde gracias escribirnos rede sociales disponibles asesorarte escrib labelurl  ; j : 1187. Sim : 0.6181244; Baja. 
 dariasdiaz90 bancosaval policiacolombia medicenwally hola dariasdiaz90 gracias escribirnos cuentano; j : 1188. Sim : 0.606761; Baja. 
 wilmermera1 hola wilmer lamentamos ocurrido favor comunicate mensaje interno revisa labelurl  ; j : 1189. Sim : 0.6146269; Baja. 
 msarralde hola msarralde gracias escribirnos rede sociales disponibles asesorarte escrib labelurl  ; j : 1190. Sim : 0.6181244; Baja. 
 shafnucci hola shafnucci gracias escribirnos rede sociales disponibles asesorarte escrib labelurl  ; j : 1191. Sim : 0.60191834; Baja. 
 vgalcazar hola vgalcazar gracias escribirnos rede sociales disponibles asesorarte escrib labelurl  ; j : 1192. Sim : 0.610603; Baja. 
 fluoxetinamen hola fluoxetinamen alegra saludarte queremos conocer mas detalles sucedido ayudar lab; j : 1193. Sim : 0.5218011; Baja. 
 blablavlozky eljodario cierto billete 100000 quepa cajeros electronicos tecnicamente labelurl  ; j : 1194. Sim : 0.3064593; No similar. 
 william30051960 hola william30051960 gracias escribirnos cuentanos mensaje directo ciudad zon label; j : 1195. Sim : 0.6293443; Baja. 
 ninavilo hola ninavilo gracias escribirnos avanzar consulta favor indicanos numero c labelurl  ; j : 1196. Sim : 0.5577357; Baja. 
 bismarckagudelo hola bismarckagudelo gracias escribirnos cuentanos favor detalles consulta po label; j : 1197. Sim : 0.71271586; Media. 
 carlosaar22 tpagaco hola carlosaar22 bienvenido canal digital validar cuentas po labelurl  ; j : 1198. Sim : 0.45506784; No similar. 
 nicolemattost hola nicolemattost gracias escribirnos cuentanos favor traves canal inten labelurl  ; j : 1199. Sim : 0.66125786; Baja. 
 andreammoreno andrea ayudarte requerimiento favor escribenos dm validar exactamente q labelurl  ; j : 1200. Sim : 0.59844357; Baja. 
 carlosaar22 tpagaco hola carlosaar22 bienvenido canal digital validar cuentas po labelurl  ; j : 1201. Sim : 0.45506784; No similar. 
 giankarlo04 iebancodebogota sicsuper hola giankarlo04 gracias escribirnos cuentanos favor mas detal; j : 1202. Sim : 0.5249555; Baja. 
 susanahenaop hola susanahenaop gracias escribirnos queremos mejorar experiencia favor cuentanos lab; j : 1203. Sim : 0.6481576; Baja. 
 danielmurcia hola danielmurcia gracias escribirnos queremos mejorar experiencia favor cuentanos lab; j : 1204. Sim : 0.62943757; Baja. 
 jonathanojedar cajeros automaticos consultar costo transaccion agradecemos reporte tiempo  ; j : 1205. Sim : 0.6007618; Baja. 
 faarevalo cajeros automaticos consultar costo transaccion agradecemos reporte tiempo  ; j : 1206. Sim : 0.5678282; Baja. 
 fuegodevolcan cajeros automaticos consultar costo transaccion agradecemos reporte tiempo  ; j : 1207. Sim : 0.5419294; Baja. 
 liza06maru cajeros automaticos consultar costo transaccion agradecemos reporte tiempo  ; j : 1208. Sim : 0.54564846; Baja. 
 hernor16 cajeros automaticos consultar costo transaccion agradecemos reporte tiempo  ; j : 1209. Sim : 0.60913; Baja. 
 juangui10 cajeros automaticos consultar costo transaccion agradecemos reporte tiempo  ; j : 1210. Sim : 0.5161634; Baja. 
 elmiraista cajeros automaticos consultar costo transaccion agradecemos reporte tiempo  ; j : 1211. Sim : 0.5685808; Baja. 
 roju25 cajeros automaticos consultar costo transaccion agradecemos reporte tiempo  ; j : 1212. Sim : 0.5317233; Baja. 
 danmon1912 cajeros automaticos consultar costo transaccion agradecemos reporte tiempo  ; j : 1213. Sim : 0.58921343; Baja. 
 rodojara231 cajeros automaticos consultar costo transaccion agradecemos reporte tiempo  ; j : 1214. Sim : 0.5647228; Baja. 
 colombianisima3 cajeros automaticos consultar costo transaccion agradecemos reporte tiempo  ; j : 1215. Sim : 0.56260586; Baja. 
 alehaunfaith hola alehaunfaith alegra saludarte queremos conocer mas detalles sucedido ayudarte lab; j : 1216. Sim : 0.6069431; Baja. 
 rafacolontorres cajeros automaticos consultar costo transaccion agradecemos reporte tiempo  ; j : 1217. Sim : 0.5587009; Baja. 
 lauracely910 hola lauracely910 alegra saludarte queremos conocer mas detalles sucedido ayudarte lab; j : 1218. Sim : 0.5648864; Baja. 
 karittoleon cajeros automaticos consultar costo transaccion agradecemos reporte tiempo  ; j : 1219. Sim : 0.57786214; Baja. 
 lposada67 cajeros automaticos consultar costo transaccion agradecemos reporte tiempo  ; j : 1220. Sim : 0.57039136; Baja. 
 jhannymarcelo cajeros automaticos consultar costo transaccion agradecemos reporte tiempo  ; j : 1221. Sim : 0.58873165; Baja. 
 jessillama hola jessillama bienvenida canal digital validar cuentas favor escri labelurl  ; j : 1222. Sim : 0.5203634; Baja. 
 caferoco16 cajeros automaticos consultar costo transaccion agradecemos reporte tiempo  ; j : 1223. Sim : 0.5685808; Baja. 
 juanck2711 cajeros automaticos consultar costo transaccion agradecemos reporte tiempo  ; j : 1224. Sim : 0.5840589; Baja. 
 grossman5 hola grossman5 gracias escribirnos envianos favor pantallazo mensaje mues labelurl  ; j : 1225. Sim : 0.6914722; Media. 
 jukamos cajeros automaticos consultar costo transaccion agradecemos reporte tiempo  ; j : 1226. Sim : 0.5632216; Baja. 
 osierra50 cajeros automaticos consultar costo transaccion agradecemos reporte tiempo  ; j : 1227. Sim : 0.5587613; Baja. 
 grossman5 hola grossman5 gracias escribirnos envianos favor pantallazo mensaje mues labelurl  ; j : 1228. Sim : 0.6914722; Media. 
 dejandodfumar hola dejandodfumar agradecemos opinion ayudas mejorar servicio favor indic labelurl  ; j : 1229. Sim : 0.5718335; Baja. 
 sandraavila fiscaliacol hola sandraavila comentanos mensaje directo ocurrido junto nu labelurl  ; j : 1230. Sim : 0.53697073; Baja. 
 corazonsra agradecemos opinion ayudas mejorar servicio favor indicanos mas detalles s labelurl  ; j : 1231. Sim : 0.61896926; Baja. 
 bismarckagudelo hola bismarckagudelo alegra saludarte queremos conocer mas detalles consulta ay lab; j : 1232. Sim : 0.53499055; Baja. 
 ibzjairvalenz envianos mensaje directo numero cedula alli ayudaremos cuentas labelurl  ; j : 1233. Sim : 0.7367301; Media. 
 elcallejero96 hola elcallejero96 agradecemos opinion ayudas mejorar servicio favor indic labelurl  ; j : 1234. Sim : 0.49155256; No similar. 
 corazonsra agradecemos opinion ayudas mejorar servicio favor indicanos mas detalles s labelurl  ; j : 1235. Sim : 0.61896926; Baja. 
 ibzjairvalenz envianos mensaje directo numero cedula alli ayudaremos cuentas labelurl  ; j : 1236. Sim : 0.7367301; Media. 
 luciapalaciosr agradecemos opinion ayudas mejorar servicio favor indicanos mas detalles labelurl  ; j : 1237. Sim : 0.6071147; Baja. 
 pedrosalazar420 cajeros automaticos consultar costo transaccion agradecemos reporte tiempo  ; j : 1238. Sim : 0.58834124; Baja. 
 gandreselfcas hola gandreselfcas agradecemos opinion ayudas mejorar servicio favor indic labelurl  ; j : 1239. Sim : 0.45036152; No similar. 
 danielgatusow hola danielgatusow agradecemos opinion ayudas mejorar servicio favor indic labelurl  ; j : 1240. Sim : 0.45315158; No similar. 
 marcelitasol1 hola marcelitasol1 agradecemos opinion ayudas mejorar servicio favor indic labelurl  ; j : 1241. Sim : 0.55911595; Baja. 
 luciapalaciosr agradecemos opinion ayudas mejorar servicio favor indicanos mas detalles labelurl  ; j : 1242. Sim : 0.6071147; Baja. 
 jsebastg10 hola jsebastg10 agradecemos opinion ayudas mejorar servicio favor indicanos t labelurl  ; j : 1243. Sim : 0.5400589; Baja. 
 aframir bancosaval bcooccidente hola aframir gracias escribirnos cuentanos favor mas detalles l lab; j : 1244. Sim : 0.62399983; Baja. 
 bismarckagudelo hola bismarckagudelo alegra saludarte queremos conocer mas detalles consulta ay lab; j : 1245. Sim : 0.53499055; Baja. 
 ligaconsumobog cajeros automaticos consultar costo transaccion agradecemos reporte tiempo  ; j : 1246. Sim : 0.5918118; Baja. 
 luchogamba cajeros automaticos consultar costo transaccion agradecemos reporte tiempo  ; j : 1247. Sim : 0.5969548; Baja. 
 cesarfloreza cajeros automaticos consultar costo transaccion agradecemos reporte tiempo  ; j : 1248. Sim : 0.584596; Baja. 
 luchyramirez01 cajeros automaticos consultar costo transaccion agradecemos reporte tiempo  ; j : 1249. Sim : 0.5713085; Baja. 
 hectorh2h cajeros automaticos consultar costo transaccion agradecemos reporte tiempo  ; j : 1250. Sim : 0.5912065; Baja. 
 sindicatoigac cajeros automaticos consultar costo transaccion agradecemos reporte tiempo  ; j : 1251. Sim : 0.61558414; Baja. 
 colombiaxmas cajeros automaticos consultar costo transaccion agradecemos reporte tiempo  ; j : 1252. Sim : 0.57363886; Baja. 
 dcbucaramanga cajeros automaticos consultar costo transaccion agradecemos reporte tiempo  ; j : 1253. Sim : 0.60521096; Baja. 
 jjam8 cajeros automaticos consultar costo transaccion agradecemos reporte tiempo  ; j : 1254. Sim : 0.57103413; Baja. 
 valeriamanrique hola vale cuentanos favor mas detalles ocurrido mensaje directo ayudaremos labelurl; j : 1255. Sim : 0.79170746; Media. 
 mafaldafox cajeros automaticos consultar costo transaccion agradecemos reporte tiempo  ; j : 1256. Sim : 0.54989964; Baja. 
 paisdemaricadas cajeros automaticos consultar costo transaccion agradecemos reporte tiempo  ; j : 1257. Sim : 0.6018309; Baja. 
 albitadavila3 cajeros automaticos consultar costo transaccion agradecemos reporte tiempo  ; j : 1258. Sim : 0.5858143; Baja. 
 neisyg007 cajeros automaticos consultar costo transaccion agradecemos reporte tiempo  ; j : 1259. Sim : 0.58053625; Baja. 
 almarangobacci cajeros automaticos consultar costo transaccion agradecemos reporte tiempo  ; j : 1260. Sim : 0.5161634; Baja. 
 ilbaguerra cajeros automaticos consultar costo transaccion agradecemos reporte tiempo  ; j : 1261. Sim : 0.546825; Baja. 
 catcatastrofe bancolombia hola catcatastrofe gracias escribirnos queremos mejorar experiencia neces; j : 1262. Sim : 0.4758228; No similar. 
 luiscano cajeros automaticos consultar costo transaccion agradecemos reporte tiempo  ; j : 1263. Sim : 0.58724636; Baja. 
 htl56us cajeros automaticos consultar costo transaccion agradecemos reporte tiempo  ; j : 1264. Sim : 0.5812755; Baja. 
 crisgomezh lawneira valdedrama 2010masterchip buenas fotos sabemos recuerda puedes labelurl  ; j : 1265. Sim : 0.31724373; No similar. 
 margaraortiz66 cajeros automaticos consultar costo transaccion agradecemos reporte tiempo  ; j : 1266. Sim : 0.5621645; Baja. 
 barreja cajeros automaticos consultar costo transaccion agradecemos reporte tiempo  ; j : 1267. Sim : 0.57392853; Baja. 
 magegyppp cajeros automaticos consultar costo transaccion agradecemos reporte tiempo  ; j : 1268. Sim : 0.56946427; Baja. 
 grancolumbeia cajeros automaticos consultar costo transaccion agradecemos reporte tiempo  ; j : 1269. Sim : 0.6092117; Baja. 
 jdperea59 entendemos inconveniente presentas favor cuentanos dm podemos ayudarte  ; j : 1270. Sim : 0.63633704; Baja. 
 nataod cajeros automaticos consultar costo transaccion agradecemos reporte tiempo  ; j : 1271. Sim : 0.55302763; Baja. 
 cepniky cajeros automaticos consultar costo transaccion agradecemos reporte tiempo  ; j : 1272. Sim : 0.5461115; Baja. 
 pedrotebas cajeros automaticos consultar costo transaccion agradecemos reporte tiempo  ; j : 1273. Sim : 0.60051084; Baja. 
 porvender cajeros automaticos consultar costo transaccion agradecemos reporte tiempo  ; j : 1274. Sim : 0.57770765; Baja. 
 diegoamayav hola diegoamayav agradecemos opinion ayudas mejorar servicio favor indicanos labelurl  ; j : 1275. Sim : 0.51136756; Baja. 
