Modulo nnlm-es-dim128-with-normalization-2
Topicos : favor gracias mensaje cuentanos detalles escribirnos directo ayudarte ocurrido dm numero informacion 
 carlsua carlos favor envianos datos dm nombre completo cedula telefono comunicarnos contigo buen di; j : 1. Sim : 0.74036735; Media. 
 g3rbarhotmailc1 hola g3rbarhotmailc1 gracias escribirnos cuentanos favor mas detalles ocurrido p la; j : 1166. Sim : 0.7216862; Media. 
 nmisunderstood hola nmisunderstood alegra saludarte amplianos favor informacion ocurrido labelurl  ; j : 1167. Sim : 0.5000835; Baja. 
 fluoxetinamen hola fluoxetinamen gracias escribirnos cuentanos favor mas detalles ocurrido m labelu; j : 1168. Sim : 0.66913605; Baja. 
 johanmikaelson hola johanmikaelson gracias escribirnos cuentanos favor mas detalles ocurrido labelu; j : 1169. Sim : 0.7317702; Media. 
 annamontenegrog hola annamontenegrog gracias escribirnos cuentanos favor mas detalles ocurrido p la; j : 1170. Sim : 0.69463456; Media. 
 omaralvarezdice hola omaralvarezdice gracias escribirnos cuentanos favor mas detalles ocurrido p la; j : 1171. Sim : 0.72700727; Media. 
 ingangarita7 hola ingangarita7 gracias escribirnos cuentanos favor mas detalles ocurrido m labelurl; j : 1172. Sim : 0.77103317; Media. 
 jennyfermunoz jmarmolejo4 hola jennyfermunoz gracias escribirnos cuentanos favor mas detalles label; j : 1173. Sim : 0.67049176; Media. 
 cesaraugustosu3 hola cesaraugustosu3 gracias escribirnos cuentanos favor mas detalles ocurrido p la; j : 1174. Sim : 0.7602525; Media. 
 francis05965698 hola francis05965698 gracias escribirnos cuentanos favor mas detalles ocurrido p la; j : 1175. Sim : 0.6712458; Media. 
 juanaguileray hola juanaguileray gracias escribirnos cuentanos favor mas detalles ocurrido m labelu; j : 1176. Sim : 0.72023356; Media. 
 stefannydiaz7 hola stefannydiaz7 gracias escribirnos cuentanos favor mas detalles ocurrido m labelu; j : 1177. Sim : 0.76318747; Media. 
 salazarpiloniet hola salazarpiloniet gracias escribirnos cuentanos favor mas detalles ocurrido p la; j : 1178. Sim : 0.7403821; Media. 
 fernandobulla3 hola fernandobulla3 gracias escribirnos cuentanos favor mas detalles ocurrido labelu; j : 1179. Sim : 0.6838156; Media. 
 leslietorrese hola leslietorrese gracias escribirnos cuentanos favor mas detalles ocurrido m labelu; j : 1180. Sim : 0.744272; Media. 
 sarissalinas hola sarissalinas gracias escribirnos cuentanos favor mas detalles ocurrido labelurl  ; j : 1181. Sim : 0.74287385; Media. 
 juandavidal15 hola juandavidal15 gracias escribirnos cuentanos favor mas detalles sucedido m labelu; j : 1182. Sim : 0.7113515; Media. 
 rvalenzuela1958 hola rvalenzuela1958 gracias escribirnos cuentanos favor mas detalles ocurrido p la; j : 1183. Sim : 0.7418435; Media. 
 pepitoperez27 hola pepitoperez27 gracias escribirnos cuentanos favor mas detalles ocurrido labelurl; j : 1184. Sim : 0.7786364; Media. 
 payanestefania hola payanestefania gracias escribirnos cuentanos favor mas detalles ocurrido labelu; j : 1185. Sim : 0.697344; Media. 
 rvalenzuela1958 hola rvalenzuela1958 gracias escribirnos cuentanos favor mas detalles ocurrido p la; j : 1186. Sim : 0.7418435; Media. 
 sandraatallah hola sandraatallah gracias escribirnos cuentanos favor mas detalles ocurrido labelurl; j : 1187. Sim : 0.7553336; Media. 
 carolinavelezv hola carolinavelezv gracias escribirnos cuentanos favor mas detalles ocurrido labelu; j : 1188. Sim : 0.7594507; Media. 
 natinaturagreen hola natinaturagreen gracias escribirnos cuentanos favor mas detalles ocurrido p la; j : 1189. Sim : 0.70395887; Media. 
 juandavidsanabr hola juandavidsanabr gracias escribirnos cuentanos favor mas detalles ocurrido p la; j : 1190. Sim : 0.72895896; Media. 
 luchovillarraga hola luchovillarraga gracias escribirnos cuentanos favor mas detalles ocurrido p la; j : 1191. Sim : 0.68920034; Media. 
 hola manueldiazpere2 gracias escribirnos favor indicanos numero cedula inbox labelurl  ; j : 1192. Sim : 0.73010427; Media. 
 sergioqlebard hola sergioqlebard gracias escribirnos cuentanos favor mas detalles ocurrido m labelu; j : 1193. Sim : 0.6976326; Media. 
 antony2983cali hola antony2983cali gracias escribirnos cuentanos favor mas detalles ocurrido labelu; j : 1194. Sim : 0.7168717; Media. 
 chechindequilla hola chechindequilla gracias escribirnos cuentanos favor mas detalles ocurrido p la; j : 1195. Sim : 0.70074505; Media. 
 danielaochoao sfcsupervisor hola danielaochoao alegra saludarte amplianos favor informacion labelur; j : 1196. Sim : 0.5385892; Baja. 
 miguelangeluss hola miguelangeluss gracias escribirnos cuentanos favor mas detalles ocurrido labelu; j : 1197. Sim : 0.75287247; Media. 
 mariaacosta7 sicresponde hola mariaacosta7 gracias escribirnos cuentanos favor mas detalles labelur; j : 1198. Sim : 0.62780035; Baja. 
 chaveztorres13 migracioncol hola chaveztorres13 gracias escribirnos cuentanos favor mas detalles la; j : 1199. Sim : 0.63081187; Baja. 
 jhoanaramirem hola jhoanaramirem gracias escribirnos cuentanos favor mas detalles ocurrido m labelu; j : 1200. Sim : 0.7685591; Media. 
 francis27394476 hola francis27394476 gracias escribirnos cuentanos favor mas detalles ocurrido labe; j : 1201. Sim : 0.7313134; Media. 
 marianaumbria hola marianaumbria gracias escribirnos cuentanos favor mas detalles ocurrido m labelu; j : 1202. Sim : 0.7582661; Media. 
 jaimeacifuentes hola jaimeacifuentes gracias escribirnos cuentanos favor mas detalles ocurrido labe; j : 1203. Sim : 0.6901094; Media. 
 vikingodelmetal hola vikingodelmetal gracias escribirnos cuentanos favor mas detalles ocurrido p la; j : 1204. Sim : 0.7304099; Media. 
 rikrdoparedes hola rikrdoparedes gracias escribirnos cuentanos favor mas detalles ocurrido labelurl; j : 1205. Sim : 0.71828276; Media. 
 pachohernandezm hola pachohernandezm gracias escribirnos cuentanos favor mas detalles ocurrido p la; j : 1206. Sim : 0.7002773; Media. 
 manolobautista hola manolobautista gracias escribirnos cuentanos favor mas detalles ocurrido labelu; j : 1207. Sim : 0.73618853; Media. 
 cristianmejiia hola cristianmejiia gracias escribirnos cuentanos favor mas detalles ocurrido p labe; j : 1208. Sim : 0.6892516; Media. 
 carlos90722691 hola carlos90722691 gracias escribirnos cuentanos favor mas detalles ocurrido labelu; j : 1209. Sim : 0.7220895; Media. 
 marianomonsalv2 hola marianomonsalv2 gracias escribirnos cuentanos favor mas detalles ocurrido p la; j : 1210. Sim : 0.73094916; Media. 
 jorgeacarreno hola jorgeacarreno gracias escribirnos cuentanos favor mas detalles ocurrido m labelu; j : 1211. Sim : 0.78831965; Media. 
 antoniabernald hola antoniabernald gracias escribirnos cuentanos favor mas detalles ocurrido labelu; j : 1212. Sim : 0.6882252; Media. 
 donjonathanpaz hola donjonathanpaz gracias escribirnos cuentanos favor mas detalles ocurrido labelu; j : 1213. Sim : 0.70401305; Media. 
 sarmientodiana sfcsupervisor sicsuper hola sarmientodiana gracias escribirnos favor indicanos n lab; j : 1214. Sim : 0.44843885; No similar. 
 victorianonovo hola victorianonovo gracias escribirnos cuentanos favor mas detalles ocurrido p labe; j : 1215. Sim : 0.7310196; Media. 
 ginarestrepou hola ginarestrepou gracias escribirnos cuentanos favor mas detalles ocurrido labelurl; j : 1216. Sim : 0.72028023; Media. 
 omaralvarezdice hola omaralvarezdice gracias escribirnos cuentanos favor mas detalles ocurrido labe; j : 1217. Sim : 0.742372; Media. 
 joseant38445728 finagro hola joseant38445728 gracias escribirnos cuentanos favor mas detalles label; j : 1218. Sim : 0.6252784; Baja. 
 hadesbxbygirl hola hadesbxbygirl gracias escribirnos cuentanos favor mas detalles ocurrido labelurl; j : 1219. Sim : 0.6990859; Media. 
 leslietorrese hola leslietorrese gracias escribirnos cuentanos favor mas detalles ocurrido m labelu; j : 1220. Sim : 0.744272; Media. 
 photosynthetica hola photosynthetica gracias escribirnos cuentanos favor mas detalles ocurrido p la; j : 1221. Sim : 0.73196375; Media. 
 javierhdez77 hola javierhdez77 gracias escribirnos cuentanos favor mas detalles ocurrido m labelurl; j : 1222. Sim : 0.7136115; Media. 
 victorianonovo hola victorianonovo gracias escribirnos cuentanos favor mas detalles ocurrido p labe; j : 1223. Sim : 0.7310196; Media. 
 camiloperez432 hola camiloperez432 gracias escribirnos cuentanos favor mas detalles ocurrido labelu; j : 1224. Sim : 0.7059271; Media. 
 lizardorbotero hola lizardorbotero gracias escribirnos cuentanos favor mas detalles ocurrido labelu; j : 1225. Sim : 0.73576057; Media. 
 nestorabarreram hola nestorabarreram gracias escribirnos cuentanos favor mas detalles ocurrido p la; j : 1226. Sim : 0.7330731; Media. 
 grancolumbeia hola gracias publicacion detectamos inconsistencia informacion mostrada pantallas  ; j : 1227. Sim : 0.67083335; Media. 
 chaverrajazmin ancar2010 sfcsupervisor hola chaverrajazmin gracias escribirnos cuentanos favor mas ; j : 1228. Sim : 0.6175481; Baja. 
 eldiarioboyaca hola eldiarioboyaca gracias escribirnos amplianos favor informacion ocurrid labelurl; j : 1229. Sim : 0.6355377; Baja. 
 yosoyamarilla jjelcanibal echemosvaina bancolombia validar cuentas favor escribenos labelurl  ; j : 1230. Sim : 0.3432572; No similar. 
 liza06maru hola gracias publicacion detectamos inconsistencia informacion mostrada pantallas  ; j : 1231. Sim : 0.6140042; Baja. 
 albitadavila3 hola gracias publicacion detectamos inconsistencia informacion mostrada pantallas  ; j : 1232. Sim : 0.64519316; Baja. 
 josekmc hola gracias publicacion detectamos inconsistencia informacion mostrada pantallas  ; j : 1233. Sim : 0.61757684; Baja. 
 karittoleon hola gracias publicacion detectamos inconsistencia informacion mostrada pantallas  ; j : 1234. Sim : 0.642299; Baja. 
 oscmartinezg sfcsupervisor hola oscmartinezg gracias escribirnos cuentanos favor mas detalles label; j : 1235. Sim : 0.67971283; Media. 
 omaralvarezdice bancolombia hola omaralvarezdice gracias escribirnos cuentanos favor mas detalles l; j : 1236. Sim : 0.69936705; Media. 
 rafacolontorres hola gracias publicacion detectamos inconsistencia informacion mostrada pantallas  ; j : 1237. Sim : 0.6302994; Baja. 
 nikogonzalezga sfcsupervisor hola nikogonzalezga gracias escribirnos cuentanos favor mas detalles l; j : 1238. Sim : 0.72051275; Media. 
 fabianbohorqu07 hola fabianbohorqu07 gracias escribirnos cuentanos favor mas detalles ocurrido p la; j : 1239. Sim : 0.74963045; Media. 
 cepniky hola gracias publicacion detectamos inconsistencia informacion mostrada pantallas  ; j : 1240. Sim : 0.60396904; Baja. 
 yosoyamarilla jjelcanibal echemosvaina bancolombia validar cuentas favor escribenos labelurl  ; j : 1241. Sim : 0.3432572; No similar. 
 albitadavila3hola gracias publicacion detectamos inconsistencia informacion mostrada pantallas  ; j : 1242. Sim : 0.5877074; Baja. 
 juandavidsanabr sfcsupervisor defensoriacol hola juandavidsanabr gracias escribirnos favor indicano; j : 1243. Sim : 0.49848482; No similar. 
 guerravargas1 bancolombia sfcsupervisor hola guerravargas1 gracias escribirnos cuentanos favor mas ; j : 1244. Sim : 0.6118928; Baja. 
 dalmiropm balotocolombia sfcsupervisor hola dalmiro ayudarte solicitud escribenos favor labelurl  ; j : 1245. Sim : 0.5797439; Baja. 
 josephgarcia93 sfcsupervisor hola josephgarcia93 gracias escribirnos cuentanos favor mas detalles l; j : 1246. Sim : 0.7258081; Media. 
 gustavo50355794 angelicalozanoc mcarvajal28 hola gustavo50355794 gracias escribirnos cuentanos favo; j : 1247. Sim : 0.5253615; Baja. 
 andresgabla hola gracias publicacion detectamos inconsistencia informacion mostrada pantallas  ; j : 1248. Sim : 0.64604217; Baja. 
 nikogonzalezga sfcsupervisor hola nikogonzalezga gracias escribirnos cuentanos favor mas detalles l; j : 1249. Sim : 0.72051275; Media. 
 dalmiropm balotocolombia sfcsupervisor hola dalmiro ayudarte solicitud escribenos favor labelurl  ; j : 1250. Sim : 0.5797439; Baja. 
 sarmientodiana sfcsupervisor hola sarmientodiana gracias escribirnos cuentanos favor mas detalles d; j : 1251. Sim : 0.63758004; Baja. 
 victormarenco hermessossar beatriz77748 ccgomezh1308 anamariadasil40 tattianac5 jennyrosales69 lber; j : 1252. Sim : 0.10532088; No similar. 
 martinvegam mauriciojaramil hola mauriciojaramil gracias escribirnos cuentanos favor mas detalles l; j : 1253. Sim : 0.6478444; Baja. 
 vichentedc vichentedc favor comunicate interno mera podremos colaborar  ; j : 1254. Sim : 0.36037153; No similar. 
 rodojara231 hola gracias publicacion detectamos inconsistencia informacion mostrada pantallas  ; j : 1255. Sim : 0.6390303; Baja. 
 fuegodevolcan hola gracias publicacion detectamos inconsistencia informacion mostrada pantallas  ; j : 1256. Sim : 0.6076523; Baja. 
 colombianisima3 hola gracias publicacion detectamos inconsistencia informacion mostrada pantallas  ; j : 1257. Sim : 0.6373801; Baja. 
 juangui10 hola gracias publicacion detectamos inconsistencia informacion mostrada pantallas  ; j : 1258. Sim : 0.5726213; Baja. 
 hernor16 hola gracias publicacion detectamos inconsistencia informacion mostrada pantallas  ; j : 1259. Sim : 0.6669295; Baja. 
 elmiraista hola gracias publicacion detectamos inconsistencia informacion mostrada pantallas  ; j : 1260. Sim : 0.64298064; Baja. 
 dcbucaramanga hola gracias publicacion detectamos inconsistencia informacion mostrada pantallas  ; j : 1261. Sim : 0.66117287; Baja. 
 luchyramirez01 hola gracias publicacion detectamos inconsistencia informacion mostrada pantallas  ; j : 1262. Sim : 0.623912; Baja. 
 magegyppp hola gracias publicacion detectamos inconsistencia informacion mostrada pantallas  ; j : 1263. Sim : 0.6227545; Baja. 
 donjonathanpaz asobancaria sfcsupervisor sicsuper mincomercioco hola donjonathanpaz alegra saludart; j : 1264. Sim : 0.2585196; No similar. 
 dajimer cajeros automaticos consultar costo transaccion agradecemos reporte  ; j : 1265. Sim : 0.54969347; Baja. 
 josekmc cajeros automaticos consultar costo transaccion agradecemos reporte  ; j : 1266. Sim : 0.5846612; Baja. 
 erigiraldoco hola erigiraldoco gracias escribirnos agradecemos informacion compart favo labelurl  ; j : 1267. Sim : 0.54570633; Baja. 
 dalejomacias hola dalejomacias agradecemos informacion compart haremos reporte internamente labelur; j : 1268. Sim : 0.5429909; Baja. 
 laciclotimica hola laciclotimica gracias informacion compart haremos reporte interno t labelurl  ; j : 1269. Sim : 0.5158891; Baja. 
 astro83ve cajeros automaticos consultar costo transaccion agradecemos reporte  ; j : 1270. Sim : 0.5452615; Baja. 
 andresgabla cajeros automaticos consultar costo transaccion agradecemos reporte  ; j : 1271. Sim : 0.5913955; Baja. 
 eldiarioboyaca cajeros automaticos consultar costo transaccion agradecemos reporte  ; j : 1272. Sim : 0.5590398; Baja. 
 alexaescobar84 bancosaval hola alexaescobar84 alegra saludarte amplianos favor informacion labelurl; j : 1273. Sim : 0.5263033; Baja. 
 palaciosstid hola palaciosstid bienvenido canal digital validar cuentas favor labelurl  ; j : 1274. Sim : 0.47788543; No similar. 
 camilopelaezs hola camilopelaezs bienvenido canal digital validar cuentas favor labelurl  ; j : 1275. Sim : 0.520237; Baja. 
 cesaraugustosu3 wradiocolombia hola cesaraugustosu3 gracias escribirnos favor indicanos numero labe; j : 1276. Sim : 0.5784974; Baja. 
 elponzophoto hola elponzophoto bienvenido canal digital validar cuentas favor labelurl  ; j : 1277. Sim : 0.5073247; Baja. 
 erikramirez hola gracias escribirnos cuentanos dm oficina encontrabas favor  ; j : 1278. Sim : 0.7230715; Media. 
 barrioeldanubio hola barrioeldanubio respondimos consulta mensaje directo gracias escribirnos  ; j : 1279. Sim : 0.63090086; Baja. 
 karencilla0803 hola karencilla0803 gracias escribirnos cuentanos favor mas detalles consulta labelu; j : 1280. Sim : 0.72032046; Media. 
 cesaraugustosu3 wradiocolombia hola cesaraugustosu3 gracias escribirnos favor indicanos numero labe; j : 1281. Sim : 0.5784974; Baja. 
 cesaraugustosu3 wradiocolombia hola cesaraugustosu3 gracias escribirnos cuentanos favor mas detalle; j : 1282. Sim : 0.7098324; Media. 
 jdogftw sfcsupervisor mafecarrascal hola jdogftw bienvenido canal digital validar labelurl  ; j : 1283. Sim : 0.4042748; No similar. 
 hola cristtpardo alegra saludarte queremos conocer mas detalles sucedido ayudarte labelurl  ; j : 1284. Sim : 0.6427413; Baja. 
 lenakawe hola lenakawe gracias escribirnos canal encuentran disponibles funcionando labelurl  ; j : 1285. Sim : 0.4851647; No similar. 
 altu0125 hola altu0125 gracias escribirnos canal encuentran disponibles funcionando labelurl  ; j : 1286. Sim : 0.39342126; No similar. 
 andrescg7 asobancaria hola andrescg7 bienvenido canal digital validar cuentas labelurl  ; j : 1287. Sim : 0.3892478; No similar. 
 frecklestorres hola frecklestorres gracias escribirnos consulta atendiendo mensaje directo  ; j : 1288. Sim : 0.61462986; Baja. 
 juancaldana hola juancaldana gracias escribirnos canal encuentran disponibles funcio labelurl  ; j : 1289. Sim : 0.45978293; No similar. 
 pequitaslove26 hola pequitaslove26 bienvenida canal digital validar cuentas fav labelurl  ; j : 1290. Sim : 0.4054767; No similar. 
 mayorquimbypool buenas tardes cuentanos podemos colaborar quedamos atentos  ; j : 1291. Sim : 0.46140465; No similar. 
