Modulo nnlm-es-dim128-with-normalization-2
Topicos : andrespardoa colombia analisis portafolioco sistema bancorepublica invitamos tasa hoy corficolombiana inflacion economia 
 andrespardoa decline in gdp growth or more pressure on external accountsbeyond our baseline scenari; j : 1. Sim : 0.30006486; No similar. 
 busca equilibrio analisis corficolombiana portafolioco precios petroleo fdnietom labelurl  ; j : 630. Sim : 0.57899874; Baja. 
 andrespardoa analisis semana 2 lluvia euros columna opinion portafolioco labelurl  ; j : 631. Sim : 0.46170548; No similar. 
 top3deimpactoeconomicon1jefe bundesbank advierte desequilibrios financierosn2banco central china co; j : 632. Sim : 0.16157192; No similar. 
 asi publico analisis hoy portafolioco reino mayorias andrespardoa labelurl labelurl  ; j : 633. Sim : 0.6549211; Baja. 
 andrespardoa fmi eleva expectativa crecimiento china labelurl via larepublicaco  ; j : 634. Sim : 0.58313197; Baja. 
 invicthor tema requiere explicacion ampliada invitamos registrar consulta labelurl  ; j : 635. Sim : 0.3268531; No similar. 
 andrespardoa peso colombiano hoy estara encima 2000 dolar  ; j : 636. Sim : 0.5085098; Baja. 
 andrespardoa colombia analisis incremento tasas anuncio bancorepublica hora labelurl  ; j : 637. Sim : 0.72336125; Media. 
 senadorhonesto nicodgf2005 invitamos registrar consulta sistema atencion ciudadano labelurl  ; j : 638. Sim : 0.48097193; No similar. 
 bancariaunion permitir injusticia significa abrir camino todas siguen labelurl labelurl  ; j : 639. Sim : 0.11508688; No similar. 
 ghernandez foroeconomico2017 recuperacion construccion clave jalonar crecimiento economico d labelu; j : 640. Sim : 0.58800524; Baja. 
 recordemos tbt mas 42000 corredores participaron mmb2017 donaron kilometros 6 labelurl  ; j : 641. Sim : 0.067186184; No similar. 
 quiere saber significado hiperinflacion autoridades economicas preocupan man labelurl  ; j : 642. Sim : 0.33697635; No similar. 
 andrespardoa analisis impacto proyecto reformatributaria inflacion consumo privado labelurl  ; j : 643. Sim : 0.57577163; Baja. 
 departamento comercio reporto economia estadounidense crecio mas estimado inicialmente labelurl  ; j : 644. Sim : 0.49334854; No similar. 
 andrespardoa columna portafolioco efectos reformatributaria inflacion consumo privado labelurl  ; j : 645. Sim : 0.51547563; Baja. 
 libroconbotas imperdible pepbruno bogota biblioteca luis angel arango labelurl  ; j : 646. Sim : 0.38860142; No similar. 
 asi publico analisis hoy portafolioco historia fin andrespardoa labelurl labelurl  ; j : 647. Sim : 0.5890353; Baja. 
 andrespardoa colombia 4 ajuste colombia indices jpmorgan tema coyuntural  ; j : 648. Sim : 0.61064637; Baja. 
 regimen pensional encuentrasnes importante clara diferencia regimen mas favorabl labelurl  ; j : 649. Sim : 0.3683784; No similar. 
 andrespardoa pronostico tasa inter bancorepublica hoy 4 cerrara 2014 5  ; j : 650. Sim : 0.46765125; No similar. 
 soda stereo hablando representa circo sol interprete musica labelurl  ; j : 651. Sim : 0.1440572; No similar. 
 transmision volatilidad mercados deuda publica deuda privada acciones p labelurl  ; j : 652. Sim : 0.4475907; No similar. 
 reportesdelemisor tercer trimestre ano actividad economica region suroriente labelurl  ; j : 653. Sim : 0.5723362; Baja. 
 investigacionesbanrep valledupar estan beneficiando mas precios carbon suben tecni labelurl  ; j : 654. Sim : 0.48866796; No similar. 
 andrespardoa columna portafolioco inflacion tasas mas altas proximos meses labelurl labelurl  ; j : 655. Sim : 0.55288035; Baja. 
 andrespardoa fitch afirma calificacion crediticia bogota distrito capital  ; j : 656. Sim : 0.54459; Baja. 
 portafolioco pensando viajar vea ocho destinos recomendados gustos labelurl labelurl  ; j : 657. Sim : 0.07852651; No similar. 
 regimen ahorro individual solidaridad igual regimen prima media  ; j : 658. Sim : 0.32252693; No similar. 
 regimen pensional encuentrasnes importante claro diferencia regimen sirve mas labelurl  ; j : 659. Sim : 0.3966474; No similar. 
 continuaremos apoyando manera integral equipoporvenir2019 impulsaremos sigan corriendo labelurl  ; j : 660. Sim : 0.14633138; No similar. 
 investigacionesbanrep paso pobreza valledupar aumentara significativamente 2014 201 labelurl  ; j : 661. Sim : 0.3187395; No similar. 
 entender equipo necesita da habilidad liderar acuerdo fortalezas  ; j : 662. Sim : 0.14560936; No similar. 
 investigacionesbanrep paso pobreza valledupar aumentara significativamente 2014 201 labelurl  ; j : 663. Sim : 0.3187395; No similar. 
 despues planearlo sonarlo conseguiste celebremos juntos valentia razonparacelebrar labelurl  ; j : 664. Sim : 0.27919808; No similar. 
 claroteayuda orlandoparrag tigocolombia libnacional checgrupoepm epssura alkosto bancolombia labelu; j : 665. Sim : 0.1522592; No similar. 
 informesobreinflacion acciones politica monetaria adelantadas contribuirian convergencia inflacion ; j : 666. Sim : 0.49703088; No similar. 
 top3deimpactoeconomicon1desempleo reino unido mantiene minimos historicosn2china solicitaria permis; j : 667. Sim : 0.34650677; No similar. 
 palavilla bancolombia invitamos registrar consulta sistema atencion ciudadano labelurl  ; j : 668. Sim : 0.47298083; No similar. 
 inflacion precios dependen pueden aumentar manera persistente generalizada labelurl  ; j : 669. Sim : 0.3280125; No similar. 
 entender controlar inflacion mas facil usted cree ingrese labelurl listo  ; j : 670. Sim : 0.31320056; No similar. 
 entender controlar inflacion mas facil usted cree ingrese labelurl listo labelurl  ; j : 671. Sim : 0.30356944; No similar. 
 top3deimpactoeconomicon1cae confianza consumidor eeuu minimos ano medion2parlamento determina label; j : 672. Sim : 0.44254377; No similar. 
 designerproteus entregando camiseta mayor contratacion ano mmb16 soylanacion labelurl  ; j : 673. Sim : 0.32488185; No similar. 
 top3deimpactoeconomicon1opep estaria discutiendo nuevos recortes produccion petroleon2produccion in; j : 674. Sim : 0.22059612; No similar. 
 regimen publico privado importante claro diferencia regimen conviene mas labelurl  ; j : 675. Sim : 0.40196782; No similar. 
 joseantonioocampo hoy cartagena codirector hablara coyuntura politica macroeconomica labelurl  ; j : 676. Sim : 0.4671887; No similar. 
 andrespardoa fmi estima probabilidad recesion global 2014 01  ; j : 677. Sim : 0.52189714; Baja. 
 revistadinero opinion comunicacion competencia basica lider gabriela garcia  ; j : 678. Sim : 0.56835717; Baja. 
 lanzamiento libro gerente bancorepublica resalto cobertura servicios salud labelurl  ; j : 679. Sim : 0.37391478; No similar. 
 hotelesestelar reserva fin semana villavicencio tarfias especiales miercolesestelar labelurl labelu; j : 680. Sim : 0.24146421; No similar. 
 hiperinflacion inflacion elevada control devora valor dinero rapidamente labelurl  ; j : 681. Sim : 0.40562978; No similar. 
 ghernandez foroeconomico2017 convergencia inflacion meta situacion balance externo labelurl  ; j : 682. Sim : 0.55969226; Baja. 
 reportesdelemisor 226 explora relacion ptf diferentes caracteristicas ciudades labelurl  ; j : 683. Sim : 0.32880184; No similar. 
 reportesdelemisor productividad ciudades estudio colombia analiza impacto diferentes c labelurl  ; j : 684. Sim : 0.42360514; No similar. 
 noche manana corriendo grandes ciclistas sensacion extrana afirma labelurl  ; j : 685. Sim : 0.19932248; No similar. 
 workingpaper 1035 by julian parrapolania forwardguidance zerolowerbound centralbankannouncements la; j : 686. Sim : 0.2880799; No similar. 
 regalos dan das ah compraste autoregalate bueno bien  ; j : 687. Sim : 0.072419696; No similar. 
 hoy cali participacion presidente mloreguti continuamos conferencias perspectiv labelurl  ; j : 688. Sim : 0.5355956; Baja. 
 mide inflacion productos cuenta medirla consultan precios com labelurl  ; j : 689. Sim : 0.38593638; No similar. 
 revistadinero especial millenials responsables 32 fuerza laboral global  ; j : 690. Sim : 0.22625576; No similar. 
 felizjueves colombia llena hermosos paisajes conmemoracion diamundialdelturismo queremos q labelurl; j : 691. Sim : 0.40451142; No similar. 
 andrespardoa analisis portafolioco expectativa mas liquidez global proveniente eurozona labelurl  ; j : 692. Sim : 0.60565764; Baja. 
 empieza rueda prensa atletas invitados media maraton bogota labelurl  ; j : 693. Sim : 0.31857494; No similar. 
 portafolioco vea cinco pasos seguir hacer declaracion renta labelurl labelurl  ; j : 694. Sim : 0.31888482; No similar. 
 eventosclavedelajornadaneeuu 0900 indice confianza consumidor agonconoce informediariodemercado lab; j : 695. Sim : 0.3968688; No similar. 
 peso pesado analisis corficolombiana portafolioco andrespardoa fdnietom labelurl  ; j : 696. Sim : 0.42411843; No similar. 
 eventosclavedelajornadaneeuu 900 confianza consumidor universidad michigan agonconoce labelurl  ; j : 697. Sim : 0.22130942; No similar. 
 eventosclavedelajornadademanananzona euro 430 confianza inversores dicninformediariodemercado aq la; j : 698. Sim : 0.37111837; No similar. 
 antonioangelc invitamos registrar queja sistema atencion ciudadano labelurl  ; j : 699. Sim : 0.3919163; No similar. 
 ondaopita invitamos registrar queja sistema atencion ciudadano labelurl  ; j : 700. Sim : 0.36117578; No similar. 
 jarekduque invitamos registrar queja sistema atencion ciudadano labelurl  ; j : 701. Sim : 0.37997317; No similar. 
 javier0712 invitamos registrar queja sistema atencion ciudadano labelurl  ; j : 702. Sim : 0.3667277; No similar. 
 gabotangarife invitamos registrar queja sistema atencion ciudadano labelurl  ; j : 703. Sim : 0.45697588; No similar. 
 rositagiraldo invitamos registrar queja sistema atencion ciudadano labelurl  ; j : 704. Sim : 0.43215716; No similar. 
 dgomezco invitamos registrar queja sistema atencion ciudadano labelurl labelurl  ; j : 705. Sim : 0.3570093; No similar. 
 macrodrig4 invitamos registrar queja sistema atencion ciudadano labelurl  ; j : 706. Sim : 0.40361744; No similar. 
 leoumana77 invitamos registrar queja sistema atencion ciudadano labelurl  ; j : 707. Sim : 0.4119846; No similar. 
 jdalvarezg invitamos registrar queja sistema atencion ciudadano labelurl  ; j : 708. Sim : 0.45405173; No similar. 
 josechiorojas invitamos registrar queja sistema atencion ciudadano labelurl  ; j : 709. Sim : 0.41376597; No similar. 
 propontissea invitamos registrar queja sistema atencion ciudadano labelurl  ; j : 710. Sim : 0.42848128; No similar. 
 edwinjn10 invitamos registrar queja sistema atencion ciudadano labelurl  ; j : 711. Sim : 0.42588758; No similar. 
 cazadenuncias invitamos registrar queja sistema atencion ciudadano labelurl  ; j : 712. Sim : 0.4025054; No similar. 
 marin570 invitamos registrar queja sistema atencion ciudadano labelurl labelurl  ; j : 713. Sim : 0.34623054; No similar. 
 dianistoro invitamos registrar queja sistema atencion ciudadano labelurl  ; j : 714. Sim : 0.40805057; No similar. 
 rarozom invitamos registrar peticion sistema atencion ciudadano labelurl  ; j : 715. Sim : 0.52007264; Baja. 
 albate2k invitamos registrar peticion sistema atencion ciudadano labelurl  ; j : 716. Sim : 0.5116872; Baja. 
 ducuarafabian invitamos registrar peticion sistema atencion ciudadano labelurl  ; j : 717. Sim : 0.5283668; Baja. 
 top3deimpactoeconomicon1actividad manufacturera eeuu expande marzon2organizacion mundial comerc lab; j : 718. Sim : 0.26761883; No similar. 
 rociobelky invitamos registrar peticion sistema atencion ciudadano labelurl  ; j : 719. Sim : 0.49664032; No similar. 
 maberesu invitamos registrar peticion sistema atencion ciudadano labelurl  ; j : 720. Sim : 0.50040984; Baja. 
 sehocas invitamos registrar peticion sistema atencion ciudadano labelurl  ; j : 721. Sim : 0.5344931; Baja. 
 mauriciogavir19 invitamos registrar peticion sistema atencion ciudadano labelurl  ; j : 722. Sim : 0.51942915; Baja. 
 jorgeluisrecio invitamos registrar queja sistema atencion ciudadano labelurl  ; j : 723. Sim : 0.38306385; No similar. 
 mrosalessalazar invitamos registrar peticion sistema atencion ciudadano labelurl  ; j : 724. Sim : 0.48777205; No similar. 
 top3deimpactoeconomicon1actividad manufacturera eeuu expande marzon2organizacion mundial comerc lab; j : 725. Sim : 0.26761883; No similar. 
 inflacion tiempos reforma columna portafolioco andrespardoa amrodriguez82 labelurl  ; j : 726. Sim : 0.54504776; Baja. 
 miansanvi invitamos registrar consulta sistema atencion ciudadano labelurl  ; j : 727. Sim : 0.41594407; No similar. 
 olaguis invitamos registrar consulta sistema atencion ciudadano labelurl  ; j : 728. Sim : 0.4452857; No similar. 
 jesusanturi invitamos registrar consulta sistema atencion ciudadano labelurl  ; j : 729. Sim : 0.45502535; No similar. 
 thelonelypixie invitamos registrar consulta sistema atencion ciudadano labelurl  ; j : 730. Sim : 0.4522042; No similar. 
 dannysanjuanelo invitamos registrar consulta sistema atencion ciudadano labelurl  ; j : 731. Sim : 0.41846445; No similar. 
 sebasbelalcaz invitamos registrar consulta sistema atencion ciudadano labelurl  ; j : 732. Sim : 0.4437108; No similar. 
 agesta2017 invitamos registrar consulta sistema atencion ciudadano labelurl  ; j : 733. Sim : 0.4216841; No similar. 
 dadadanbc invitamos registrar consulta sistema atencion ciudadano labelurl  ; j : 734. Sim : 0.43523353; No similar. 
 dskamda invitamos registrar consulta sistema atencion ciudadano labelurl  ; j : 735. Sim : 0.47537282; No similar. 
 leolopezmor invitamos registrar consulta sistema atencion ciudadano labelurl  ; j : 736. Sim : 0.44348943; No similar. 
 itscarlosca invitamos registrar consulta sistema atencion ciudadano labelurl  ; j : 737. Sim : 0.47208682; No similar. 
 yebrail invitamos registrar consulta sistema atencion ciudadano labelurl  ; j : 738. Sim : 0.44185156; No similar. 
 fenixjalb invitamos registrar consulta sistema atencion ciudadano labelurl  ; j : 739. Sim : 0.49079016; No similar. 
 olaguis invitamos registrar consulta sistema atencion ciudadano labelurl  ; j : 740. Sim : 0.4452857; No similar. 
 cristiantritian invitamos registrar consulta sistema atencion ciudadano labelurl  ; j : 741. Sim : 0.41634822; No similar. 
 teletrabajoa invitamos registrar consulta sistema atencion ciudadano labelurl  ; j : 742. Sim : 0.47516844; No similar. 
 omargustavoque1 invitamos registrar consulta sistema atencion ciudadano labelurl  ; j : 743. Sim : 0.4546108; No similar. 
 uribepaola invitamos registrar consulta sistema atencion ciudadano labelurl  ; j : 744. Sim : 0.45518816; No similar. 
 jualpeca invitamos registrar consulta sistema atencion ciudadano labelurl  ; j : 745. Sim : 0.40410277; No similar. 
 soysnc2016 invitamos registrar consulta sistema atencion ciudadano labelurl  ; j : 746. Sim : 0.44839185; No similar. 
 lascosas1212 invitamos registrar consulta sistema atencion ciudadano labelurl  ; j : 747. Sim : 0.44407305; No similar. 
 yuveralberto invitamos registrar consulta sistema atencion ciudadano labelurl  ; j : 748. Sim : 0.46398282; No similar. 
 ghitis invitamos registrar consulta sistema atencion ciudadano labelurl  ; j : 749. Sim : 0.43096113; No similar. 
 juanricoduarte invitamos registrar consulta sistema atencion ciudadano labelurl  ; j : 750. Sim : 0.3966973; No similar. 
 lukasgiraldo invitamos registrar consulta sistema atencion ciudadano labelurl  ; j : 751. Sim : 0.4796133; No similar. 
 irpe invitamos registrar consulta sistema atencion ciudadano labelurl  ; j : 752. Sim : 0.44561192; No similar. 
 juanfomg invitamos registrar consulta sistema atencion ciudadano labelurl  ; j : 753. Sim : 0.4489524; No similar. 
