Modulo nnlm-es-dim128-with-normalization-2
Topicos : caso dm gracias bancorepublica atentos quedamos datos area colaborarte 
 julianabdiaz lugar evento cambiado realizara hotel radisson avenida 60 2299 salon ar total bogota d; j : 1. Sim : 0.18399064; No similar. 
 nstriana nayhua manejando caso dm saludos  ; j : 865. Sim : 0.30385616; No similar. 
 joseantonioocampo codirector bancorepublica inicia presentacion conferencia labelurl  ; j : 866. Sim : 0.25367394; No similar. 
 conozca labelurl palabras pronunciadas ameisel codirector bancorepublica labelurl  ; j : 867. Sim : 0.27470523; No similar. 
 candresgom hola charlie atendimos caso dm saludos  ; j : 868. Sim : 0.47120243; No similar. 
 hola elciriri resistenciacivil queremos conocer motivo comentario  ; j : 869. Sim : 0.32106146; No similar. 
 y0a gracias permitirnos servirte yohana saludos  ; j : 870. Sim : 0.21602814; No similar. 
 hola omargamboa casae obsequio envianos dm datos labelurl  ; j : 871. Sim : 0.5013461; Baja. 
 damonorozcoa hola damon servicio prioridad complace experiencia labelurl  ; j : 872. Sim : 0.36941454; No similar. 
 presentacion casagrandecarib bancada costena senadogovco enestacasacabemostodos labelurl  ; j : 873. Sim : 0.2759535; No similar. 
 glorenteria hola gloria atendiendo caso dm saludos  ; j : 874. Sim : 0.43435648; No similar. 
 conozca presentacion jaocampo realizada evento adicomexm labelurl  ; j : 875. Sim : 0.21441814; No similar. 
 rizoandreita asobancaria hola andrea gestionando caso saludos  ; j : 876. Sim : 0.30521435; No similar. 
 rafitasg hola rafael atendiendo caso dm saludos  ; j : 877. Sim : 0.48363373; No similar. 
 alaire transmision rueda prensa jdbr labelurl comunicado labelurl  ; j : 878. Sim : 0.17323194; No similar. 
 hola 1leoone queremos conocer motivo comentario atentos  ; j : 879. Sim : 0.38794848; No similar. 
 alaire transmision rueda prensa jdbr labelurl comunicado labelurl  ; j : 880. Sim : 0.17323194; No similar. 
 carotics hola carolina atendiendo caso dm saludos  ; j : 881. Sim : 0.44331995; No similar. 
 evento bancorepublica diancolombia vealo canal stream labelurl labelurl  ; j : 882. Sim : 0.33156475; No similar. 
 porvenir contamos cinco consejos invertir dinero labelurl  ; j : 883. Sim : 0.13938265; No similar. 
 paolaagaton hola manejando consulta dm quedamos atentos  ; j : 884. Sim : 0.4929516; No similar. 
 jhahigueraro conozca posicion oficial bancorepublica criptomonedas labelurl  ; j : 885. Sim : 0.38893697; No similar. 
 conozca compromisos adquiridos hoy evento casagrandecaribe labelurl labelurl  ; j : 886. Sim : 0.067097254; No similar. 
 hola faustico77 conoce obtener saldo siguiente enlace labelurl  ; j : 887. Sim : 0.36055115; No similar. 
 orgullosos gustavoyacaman felices hacer parte recorrido labelurl  ; j : 888. Sim : 0.17175218; No similar. 
 consulte presentacion realizada jaocampo simposiomercadocapitales asobancaria labelurl  ; j : 889. Sim : 0.32849234; No similar. 
 hola queva gustaria conocer motivo comentario gracias  ; j : 890. Sim : 0.4249287; No similar. 
 evento medellin hoy seminariodeeconomia 199 esperamos labelurl labelurl  ; j : 891. Sim : 0.1033396; No similar. 
 hola aldemar funcionando perfectamente gracias informarnos saludos  ; j : 892. Sim : 0.4513331; No similar. 
 danielbar anagabrielrl hola gracias avisarnos compartimos enlace labelurl  ; j : 893. Sim : 0.36013287; No similar. 
 top3deimpactoeconomicon1mercado accionario indonesiapresento desvalorizacionesn2politica economica ; j : 894. Sim : 0.2877189; No similar. 
 aprietocaro hola producto desas obtener banco saludos  ; j : 895. Sim : 0.31678262; No similar. 
 afiliado porvenir canal hacer tramites conocelos labelurl  ; j : 896. Sim : 0.16121374; No similar. 
 diegocubillosg hola diego atendimos solicitud dm saludos  ; j : 897. Sim : 0.3966406; No similar. 
 josefercasper disponibilidad servicio canal electronicos saludos  ; j : 898. Sim : 0.32257503; No similar. 
 hola gatomansoskull solicitud curso dentro daremos respuesta  ; j : 899. Sim : 0.31409207; No similar. 
 hola gatomansoskull atendimos solicitud via dm saludos  ; j : 900. Sim : 0.49376088; No similar. 
 labisiesta gracias palabras paula feliz dia  ; j : 901. Sim : 0.30550334; No similar. 
 verdadero emprendedor sonador hacedor nolan bushnell  ; j : 902. Sim : -0.035076182; No similar. 
 hacer parte camino hoy motivo felicidad labelurl  ; j : 903. Sim : 0.068332925; No similar. 
 mes madres conoce ideas emprendimiento especialmente labelurl  ; j : 904. Sim : 0.16399688; No similar. 
 compartimos ustedes nueva entrega semanarioobrero nlabelurl labelurl  ; j : 905. Sim : 0.25387457; No similar. 
 gustavoyacaman seguros sera ano grandes triunfos labelurl  ; j : 906. Sim : 0.21627848; No similar. 
 compartimos ustedes nueva entrega semanarioobrero nlabelurl labelurl  ; j : 907. Sim : 0.25387457; No similar. 
 invitamos conocer mas practicasnagiles implementando traves tran labelurl  ; j : 908. Sim : 0.22486497; No similar. 
 eldiegocamargo mejor mini cooper moto bmw labelurl  ; j : 909. Sim : 0.19614652; No similar. 
 conoce reconocimientos recibidos gracias compromiso contigo labelurl  ; j : 910. Sim : 0.25240555; No similar. 
 rogercaputo eltiempo criptomonedas cuales riesgos enterese labelurl  ; j : 911. Sim : 0.17757447; No similar. 
 proposito cumplas cuentanos mente proximo sueno  ; j : 912. Sim : 0.24032068; No similar. 
 cuales implicaciones politica publica criptomonedas enterese labelurl labelurl  ; j : 913. Sim : 0.23360258; No similar. 
 camilrp hola camila cuentanos cuenta banco saludos  ; j : 914. Sim : 0.3997482; No similar. 
 acepta responsabilidad hacer metas realidadles brown  ; j : 915. Sim : 0.06609792; No similar. 
 divagandoando buenos dias envianos datos contacto dm validar caso area encargada quedamos atentos  ; j : 916. Sim : 0.7318745; Media. 
 rubenpe62 mintrabajocol ssociedades supersalud hola ruben gustaria conocer detalle caso puedes escr; j : 917. Sim : 0.49083507; No similar. 
 ingridsoler maiguashca codirectora bancorepublica invita tener nivel conocimiento poder invertir cr; j : 918. Sim : 0.34646952; No similar. 
 inicia reunion juntabanrep mes agosto recordamos opinion publica medios analistas labelurl  ; j : 919. Sim : 0.19961417; No similar. 
 ensenale hijos veces regalar creado puede causar mayor satisfaccion comprado globalmoneyweek  ; j : 920. Sim : 0.03266591; No similar. 
 pepar1950 pedro envianos caso datos contacto dm revisarlo area encargada quedamos atentos  ; j : 921. Sim : 0.71294546; Media. 
 juandamont tuboletanews juan permitenos ayudarte envianos caso datos contacto dm colaborarte quedam; j : 922. Sim : 0.65812635; Baja. 
 gerente general bancorepublica invita consultar video resume informealcongreso agosto labelurl  ; j : 923. Sim : 0.30348325; No similar. 
 inicia reunion junta directiva bancorepublica mes julio tomaran decisiones labelurl  ; j : 924. Sim : 0.20516995; No similar. 
 juanfelipe11 hola juan felipe puedes descargar certificado inter saldo tc master certificado i labe; j : 925. Sim : 0.26675949; No similar. 
 estudia rodeate grandes lideres lee mas importante cree ideas asi lograras nivel excelenc labelurl ; j : 926. Sim : 0.19403237; No similar. 
 acceda presentacion realizada juanjoseechavarria innovationday labelurl  ; j : 927. Sim : 0.27904695; No similar. 
 hola danileguizamons queremos conocer motivo comentario  ; j : 928. Sim : 0.2748689; No similar. 
 hola paradajairo gusgomez1701 encontramos revision caso  ; j : 929. Sim : 0.4040204; No similar. 
 hola doctoamigo gustaria conocer motivo comentario  ; j : 930. Sim : 0.3178266; No similar. 
 recibiras sms clave aleatoria seguridad  ; j : 931. Sim : 0.34911105; No similar. 
 momentos descubres pasion necesita opciones labelurl  ; j : 932. Sim : 0.10019157; No similar. 
 darkhmet sfcsupervisor gusto dave servirte  ; j : 933. Sim : 0.17576599; No similar. 
 porvenir contamos tip inicies emprendimiento labelurl  ; j : 934. Sim : 0.2075702; No similar. 
 diferentes opciones hacer tramites mas guste labelurl  ; j : 935. Sim : 0.23814318; No similar. 
 hoy medellin seminariodeeconomia 197 esperamos labelurl labelurl  ; j : 936. Sim : 0.12742896; No similar. 
 hoy damos consejos invertir dinero labelurl  ; j : 937. Sim : 0.13857153; No similar. 
 hoy bogota seminariodeeconomia 498 esperamos labelurl labelurl  ; j : 938. Sim : 0.25207278; No similar. 
 hoy bogota seminariodeeconomia 505 esperamos labelurl labelurl  ; j : 939. Sim : 0.13138969; No similar. 
 hoy bogota seminariodeeconomia 497 esperamos labelurl labelurl  ; j : 940. Sim : 0.18133003; No similar. 
 hoy bogota seminariodeeconomia 496 esperamos labelurl labelurl  ; j : 941. Sim : 0.1586453; No similar. 
 hoy bogota seminariodeeconomia 501 esperamos labelurl labelurl  ; j : 942. Sim : 0.13615741; No similar. 
 hoy bogota seminariodeeconomia 503 esperamos labelurl labelurl  ; j : 943. Sim : 0.17108528; No similar. 
 hoy bogota seminariodeeconomia 502 esperamos labelurl labelurl  ; j : 944. Sim : 0.14964007; No similar. 
 hoy bogota seminariodeeconomia 504 esperamos labelurl labelurl  ; j : 945. Sim : 0.13178426; No similar. 
 compartimos ustedes nueva entrega semanarioobrero  ; j : 946. Sim : 0.18794943; No similar. 
 bintervencion companeros bancopichinchaca pie luchansintrabancos labelurl  ; j : 947. Sim : 0.22144897; No similar. 
 albamarinarueda embargo cuenta recomendacion saludos  ; j : 948. Sim : 0.23597112; No similar. 
 hoy miercoles 04042018 asista evento bogota entrada libre conozca mas detalles inscribase labelurl ; j : 949. Sim : 0.3026545; No similar. 
 dafemena17 holan dafe lugar encuentras  ; j : 950. Sim : 0.25436318; No similar. 
 caracteristicas lavan activos conoce mas libredelavado  ; j : 951. Sim : 0.3291145; No similar. 
 frederman26 escribirnos hector excelente dia  ; j : 952. Sim : 0.1883288; No similar. 
 banrepeduca conozca historia banco republica labelurl labelurl  ; j : 953. Sim : 0.1412684; No similar. 
 asi alvarogonzalezu atentos resolucion caso  ; j : 954. Sim : 0.49284768; No similar. 
 encuesta diainternacionaldeldeporteparaeldesarrolloylapaz cuentanos deporte favorito  ; j : 955. Sim : 0.20309873; No similar. 
 johdaz19 hola john permitenos ayudarte envianos caso datos contacto dm colaborarte quedamos atentos; j : 956. Sim : 0.68526; Media. 
 hedbot edwin permitenos ayudarte envianos caso datos contacto dm colaborarte quedamos atentos  ; j : 957. Sim : 0.7039413; Media. 
 caminogales tuboletanews camila cuentanos caso dm envianos datos contacto colaborarte quedamos aten; j : 958. Sim : 0.6758068; Media. 
 conoce nuevo numero empezo operar direccion general cali torre 1 485 07 07 labelurl  ; j : 959. Sim : 0.35408273; No similar. 
 colombiapilotos formula enla piloto colombiana tatiana calderon participara test formula marrakechl; j : 960. Sim : 0.28108093; No similar. 
 finaliza reunion junta directiva banrep marzo siga transmision directo rueda pren labelurl  ; j : 961. Sim : 0.17484976; No similar. 
 planetaazul viertas residuos sobrantes delnaceite desague mejor juntalo botella tapal labelurl  ; j : 962. Sim : 0.24205908; No similar. 
 bsiga transmision directo iii seminario banca central modulos desarrollaran hoy estab labelurl  ; j : 963. Sim : 0.26606038; No similar. 
 damos bienvenida conservatorio porvenir kapital cali francisco miranda director fundador eme tr lab; j : 964. Sim : 0.17322728; No similar. 
 tipdeseguridad ninguna entidad financiera solicitara prerrequisito consignacion alguna suma dine la; j : 965. Sim : 0.16465333; No similar. 
 revisa extracto bancario verifica compras alli aparecen sido efectuadas ello vital guard voucher  ; j : 966. Sim : 0.26008907; No similar. 
 tres actividades promovieron buen desempeno economia region suroccidente valle cauca narino c label; j : 967. Sim : 0.21745744; No similar. 
 asista evento bucaramanga miercoles 18042018 entrada libre conozca mas detalles inscribase labelurl; j : 968. Sim : 0.22497676; No similar. 
 asista evento bogota miercoles 04042018 entrada libre conozca mas detalles inscribase labelurl  ; j : 969. Sim : 0.33645818; No similar. 
 asista evento bogota manana 04042018 entrada libre conozca mas detalles inscribase labelurl  ; j : 970. Sim : 0.3268188; No similar. 
 hoy 21032019 asista evento bogota entrada libre conozca mas detalles inscribase labelurl  ; j : 971. Sim : 0.1984134; No similar. 
 asista evento bogota manana 21032019 entrada libre conozca mas detalles inscribase labelurl  ; j : 972. Sim : 0.2575455; No similar. 
 asista evento bogota miercoles 04042018 entrada libre conozca mas detalles inscribase labelurl  ; j : 973. Sim : 0.33645818; No similar. 
 hoy 28022019 asista evento bogota entrada libre conozca mas detalles inscribase labelurl  ; j : 974. Sim : 0.19006568; No similar. 
 asista evento bogota miercoles 30052018 entrada libre conozca mas detalles inscribase labelurl  ; j : 975. Sim : 0.26685986; No similar. 
 asista evento bogota miercoles 07032018 entrada libre conozca mas detalles inscribase labelurl  ; j : 976. Sim : 0.29349706; No similar. 
 elmetallico buenos dias cuentanos caso dm enviarlo area encargada quedamos atentos  ; j : 977. Sim : 0.6605733; Baja. 
 asista evento medellin viernes 16022018 entrada libre conozca mas detalles inscribase labelurl  ; j : 978. Sim : 0.14993472; No similar. 
 asista evento medellin viernes 01062018 entrada libre conozca mas detalles inscribase labelurl  ; j : 979. Sim : 0.16305734; No similar. 
 asista evento medellin viernes 16032018 entrada libre conozca mas detalles inscribase labelurl  ; j : 980. Sim : 0.13051826; No similar. 
 asista evento medellin viernes 02032018 entrada libre conozca mas detalles inscribase labelurl  ; j : 981. Sim : 0.17493242; No similar. 
 asista evento medellin viernes 06042018 entrada libre conozca mas detalles inscribase labelurl  ; j : 982. Sim : 0.15492472; No similar. 
 asista evento medellin manana 06042018 entrada libre conozca mas detalles inscribase labelurl  ; j : 983. Sim : 0.2081349; No similar. 
 hoy 16022018 asista evento medellin entrada libre conozca mas detalles inscribase labelurl  ; j : 984. Sim : 0.14083597; No similar. 
 andreamayorrest andrea permitenos ayudarte envianos caso datos contacto dm quedamos atentos  ; j : 985. Sim : 0.5960819; Baja. 
 agendese seminariosbanrep n3 agosto medellin determinantes productividad multifactorial economia la; j : 986. Sim : 0.19565508; No similar. 
 compra divisas bancorepublica mercado cambiario mes marzo conozca labelurl  ; j : 987. Sim : 0.25040695; No similar. 
 finaliza reunion febrero juntabanrep espere minutos comunicados prensa decisiones tomadas  ; j : 988. Sim : 0.17500545; No similar. 
 tras medida adoptada unidos imponer aranceles productos chinos posterior retaliacion anunc labelurl; j : 989. Sim : 0.19035654; No similar. 
 paulacastrofino hola paula pasamos caso banco popular esperamos darte pronta respuesta saludos  ; j : 990. Sim : 0.41374934; No similar. 
 evento recuerde cita manana bogota seminariodeeconomia 505 titulacion colectiva profundizacion fina; j : 991. Sim : 0.19807824; No similar. 
 edotom danielmcalder hola darte respuesta parte aseguradora favor envianos caso datos contacto dm  ; j : 992. Sim : 0.6315244; Baja. 
 valoraanalitik acciones mas atractivas segun encuesta analistas bvccolombia nn1 conconcreto n2 grup; j : 993. Sim : 0.37564912; No similar. 
 medios regionales pueden participar rueda prensa dara hoy finalizar reunion junta dire labelurl  ; j : 994. Sim : 0.21314463; No similar. 
 hoy queremos compartir contigo 5 claves puedas pensionar anticipadamente si fondo privado labelurl ; j : 995. Sim : 0.14529245; No similar. 
 legados vale pena conservar generacion tras generacion ensenale hijos importancia cuidarnnu labelur; j : 996. Sim : 0.23645741; No similar. 
 finaliza reunion junta directiva bancorepublica siga transmision rueda prensa directo labelurl  ; j : 997. Sim : 0.3040115; No similar. 
 inicia reunion juntabanrep mes febrero recordamos opinion publica medios analistas labelurl  ; j : 998. Sim : 0.19667268; No similar. 
